PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
118143962,Unspecified,
118146849,Unspecified,
118146984,Unspecified,
118146814,Unspecified,
118146855,Unspecified,
118146793,Unspecified,
118144051,Unspecified,
70702010,Unspecified,
118146727,Unspecified,
118146932,Unspecified,
87057579,Unspecified,
118146748,Unspecified,
118144359,Unspecified,
118146884,Unspecified,
118144281,Unspecified,
118146828,Unspecified,
118146826,Unspecified,
118146874,Unspecified,
118146873,Unspecified,
118144367,Unspecified,
118146805,Unspecified,
118146979,Unspecified,
118146804,Unspecified,
118146882,Unspecified,
101891709,Unspecified,
118720657,Unspecified,
118146813,Unspecified,
86763302,Unspecified,
118144380,Unspecified,
118720658,Unspecified,
118720659,Unspecified,
