PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
49831172,Unspecified,
5582720,Unspecified,
136032539,Unspecified,
136032571,Unspecified,
136032572,Unspecified,
5917788,Unspecified,
5937000,Unspecified,
49831174,Unspecified,
52944403,Unspecified,
136203730,Unspecified,
12909236,Unspecified,
49831173,Unspecified,
13166118,Unspecified,
7266447,Unspecified,
12909232,Unspecified,
136203759,Unspecified,
52947899,Unspecified,
5539063,Unspecified,
136203814,Unspecified,
136002539,Unspecified,
