PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
11949178,Inactive,0
11949177,Inactive,0
11949211,Inactive,0
11949204,Inactive,0
11949200,Inactive,0
11949190,Inactive,0
11949184,Inactive,0
11949173,Inactive,0
11949163,Inactive,0
11948999,Inactive,0
11948993,Inactive,0
11948975,Inactive,0
11948948,Inactive,0
11949188,Inactive,0
11949235,Inactive,0
11949207,Inactive,0
11949185,Inactive,0
11949133,Inactive,0
11949119,Inactive,0
11948977,Inactive,0
11948941,Inactive,0
11949226,Inactive,0
11949121,Inactive,0
11949203,Inactive,0
11949233,Inactive,0
11948950,Inactive,0
11948945,Inactive,0
11948979,Inactive,0
11948996,Inactive,0
11949180,Inactive,0
11949166,Inactive,0
11949216,Inactive,0
11949103,Inactive,0
11949202,Inactive,0
11949129,Inactive,0
11949164,Inactive,0
11949215,Inactive,0
11949155,Inactive,0
11949127,Inactive,0
11949229,Inactive,0
11949192,Inactive,0
11949176,Inactive,0
3083811,Inactive,0
14137704,Inactive,0
16745393,Inactive,0
5984789,Inactive,0
795855,Inactive,0
364666,Inactive,0
188323,Inactive,0
16745395,Inactive,0
16745396,Inactive,0
16745397,Inactive,0
159165,Inactive,0
14314897,Inactive,0
16745399,Inactive,0
66548,Inactive,0
3861164,Inactive,0
11472669,Inactive,0
94273,Inactive,0
15571694,Inactive,1
68079,Inactive,0
16745400,Inactive,0
161532,Inactive,0
5315483,Inactive,0
12309904,Inactive,0
5315334,Inactive,0
16745401,Inactive,0
3080568,Inactive,0
65188,Inactive,0
354159,Inactive,0
12414277,Inactive,0
16745402,Inactive,0
11969970,Inactive,0
3604942,Inactive,0
16745403,Inactive,0
458162,Inactive,0
6670518,Inactive,0
16745404,Inactive,0
16745405,Inactive,0
16745406,Inactive,0
16745407,Inactive,0
6668512,Inactive,0
16745408,Inactive,0
16745409,Inactive,0
16745410,Inactive,0
16745411,Inactive,0
16745412,Inactive,0
16745413,Inactive,0
16745414,Inactive,0
16745415,Inactive,0
16745416,Inactive,0
16745417,Inactive,0
16745418,Inactive,0
16745419,Inactive,0
16745420,Inactive,0
16745421,Inactive,0
16745422,Inactive,0
16745423,Inactive,0
16745424,Inactive,0
16745425,Inactive,0
6669539,Inactive,0
6669968,Inactive,0
16745426,Inactive,0
16745427,Inactive,0
16745428,Inactive,0
16745429,Inactive,0
16745430,Inactive,0
16745431,Inactive,0
16745432,Inactive,0
16745433,Inactive,0
16745434,Inactive,0
16745435,Inactive,0
16745436,Inactive,0
16745437,Inactive,0
16745438,Inactive,0
16745439,Inactive,0
16745440,Inactive,0
16745441,Inactive,0
16745443,Inactive,0
16745444,Inactive,0
16745445,Inactive,0
16745446,Inactive,0
16745447,Inactive,0
16745448,Inactive,0
16745449,Inactive,0
16745450,Inactive,0
16745451,Inactive,0
16745452,Inactive,0
16745453,Inactive,0
16745454,Inactive,0
16745455,Inactive,0
16745456,Inactive,0
16745457,Inactive,0
16745458,Inactive,0
16745459,Inactive,0
16745460,Inactive,0
16745461,Inactive,0
16745462,Inactive,0
16745463,Inactive,0
16745464,Inactive,0
16745465,Inactive,0
16745466,Inactive,0
16745467,Inactive,0
16745468,Inactive,0
16745469,Inactive,0
16745470,Inactive,0
16745471,Inactive,0
16745472,Inactive,0
16745473,Inactive,0
16745474,Inactive,0
16745475,Inactive,0
16745476,Inactive,0
16745477,Inactive,0
16745478,Inactive,0
16745479,Inactive,0
16745480,Inactive,0
16745481,Inactive,0
16745482,Inactive,0
16745483,Inactive,0
16745484,Inactive,0
16745485,Inactive,0
16745486,Inactive,0
16745487,Inactive,0
16745488,Inactive,0
16745489,Inactive,0
16745490,Inactive,0
16745491,Inactive,0
16745492,Inactive,0
16745493,Inactive,0
16745494,Inactive,0
16745495,Inactive,0
16745496,Inactive,0
16745497,Inactive,0
16745498,Inactive,0
16745499,Inactive,0
16745500,Inactive,0
16745501,Inactive,0
16745502,Inactive,0
16745503,Inactive,0
16745504,Inactive,0
16745505,Inactive,0
344925,Inactive,0
342561,Inactive,0
16745506,Inactive,0
442142,Inactive,0
759302,Inactive,0
56642940,Inactive,0
12300156,Inactive,0
16745508,Inactive,0
16745509,Inactive,0
5321961,Inactive,0
341868,Inactive,0
342499,Inactive,0
82011,Inactive,0
5388680,Inactive,1
5896580,Inactive,0
16745510,Inactive,0
377824,Inactive,0
114917,Active,49
377886,Inactive,0
16745511,Inactive,0
13895168,Inactive,0
6993383,Inactive,0
6383873,Inactive,0
3001664,Inactive,0
16745512,Inactive,0
1269245,Inactive,0
135458242,Inactive,0
15716900,Inactive,0
378296,Inactive,0
10404245,Inactive,0
388636,Inactive,0
390891,Inactive,0
5281628,Inactive,0
16745513,Inactive,0
366109,Inactive,0
16745514,Inactive,0
16745515,Inactive,0
168928,Inactive,0
328042,Inactive,0
17893,Inactive,0
345651,Inactive,0
14992068,Inactive,0
16745516,Inactive,0
72307,Inactive,0
167825,Inactive,0
72402,Inactive,0
94253,Inactive,0
6475119,Inactive,0
64945,Inactive,0
16745517,Inactive,0
16745518,Inactive,0
16745519,Inactive,0
16745520,Inactive,0
167683,Inactive,0
16745521,Inactive,0
56642958,Inactive,0
16745523,Inactive,0
282529,Inactive,0
73481,Inactive,0
10206,Inactive,1
73078,Inactive,0
330973,Inactive,0
16745524,Inactive,0
64971,Inactive,0
6478368,Inactive,0
489941,Inactive,0
4788,Inactive,0
16745525,Inactive,0
16745526,Inactive,0
16745527,Inactive,0
16745528,Inactive,0
3001662,Inactive,0
73057,Inactive,0
155256,Inactive,0
8480,Inactive,0
160364,Inactive,0
13895170,Inactive,0
13020032,Inactive,0
371204,Inactive,0
16745529,Inactive,0
16745530,Inactive,0
16745531,Inactive,0
16745532,Inactive,1
5281792,Inactive,0
16745533,Inactive,0
16745534,Inactive,1
5388496,Inactive,1
15621809,Inactive,0
5281954,Inactive,0
10494,Inactive,0
5280445,Inactive,0
15621812,Inactive,0
16745535,Inactive,0
23205,Inactive,0
16745536,Inactive,0
16745537,Inactive,0
369538,Inactive,0
16745538,Inactive,0
370314,Inactive,0
16745539,Inactive,0
16745540,Inactive,0
3246719,Inactive,0
73411,Inactive,0
370318,Inactive,0
16745541,Inactive,0
16745542,Inactive,0
16745543,Inactive,0
16745544,Inactive,0
16745545,Inactive,0
16745546,Inactive,0
16745547,Inactive,0
1034001,Inactive,0
16745548,Inactive,0
16745549,Inactive,0
16745550,Inactive,0
16745551,Inactive,0
16745552,Inactive,0
16745553,Inactive,0
16745554,Inactive,0
16745555,Inactive,0
16745556,Inactive,0
16745557,Inactive,0
16745558,Inactive,0
16745559,Inactive,0
16745560,Inactive,1
16745561,Inactive,0
16759804,Inactive,0
16745563,Inactive,0
16745564,Inactive,0
16745565,Inactive,0
16745566,Inactive,1
16745567,Inactive,0
16745568,Inactive,1
16745569,Inactive,0
16745570,Inactive,0
16745571,Inactive,0
16745572,Inactive,0
16745573,Inactive,0
16745574,Inactive,0
16745575,Inactive,0
16745576,Inactive,0
16745577,Inactive,0
16745578,Inactive,0
16745579,Inactive,0
16745580,Inactive,0
16745581,Inactive,0
16745582,Inactive,0
16745583,Inactive,0
16745584,Inactive,0
16745585,Inactive,0
16745586,Inactive,0
16745587,Inactive,0
16745588,Inactive,0
16745589,Inactive,0
16745590,Inactive,0
16745591,Inactive,0
16745592,Inactive,0
16745593,Inactive,0
16745594,Inactive,0
16745595,Inactive,0
16745596,Inactive,0
16745597,Inactive,0
16745598,Inactive,0
16745599,Inactive,0
16745600,Inactive,0
16745601,Inactive,0
16745602,Inactive,0
16745603,Inactive,0
16745604,Inactive,0
16745605,Inactive,0
16745606,Inactive,0
16745607,Inactive,0
16745608,Inactive,0
16745609,Inactive,0
16759725,Inactive,0
16745611,Inactive,1
16745612,Inactive,0
16745613,Inactive,0
16745614,Inactive,0
16745615,Inactive,0
16745616,Inactive,0
16745617,Inactive,0
16745618,Inactive,0
16745619,Inactive,0
16745620,Inactive,0
16745621,Inactive,0
16745622,Inactive,0
16745623,Inactive,0
16745624,Inactive,0
16745625,Inactive,0
16745626,Inactive,0
16745627,Inactive,1
16745628,Inactive,0
16745629,Inactive,0
16745630,Inactive,1
16745631,Inactive,0
16745632,Inactive,0
16745633,Inactive,0
16745634,Inactive,0
16745635,Inactive,0
16745636,Inactive,0
16745637,Inactive,0
16745638,Inactive,0
16745639,Inactive,0
16745640,Inactive,0
16745641,Inactive,0
16745642,Active,41
16745643,Inactive,0
16745644,Inactive,0
16745645,Inactive,1
16745646,Inactive,0
16745647,Inactive,0
16745648,Inactive,0
16745649,Inactive,0
16745650,Inactive,0
16745651,Inactive,0
16745652,Inactive,0
16745653,Inactive,0
16745654,Inactive,0
16745655,Inactive,0
16745656,Inactive,0
16745657,Inactive,0
16745658,Inactive,0
16745659,Inactive,0
16745660,Inactive,0
16745661,Inactive,0
16745662,Inactive,0
16745663,Inactive,0
16745664,Inactive,0
16745665,Inactive,0
16745666,Inactive,0
16759829,Inactive,0
16759824,Inactive,0
16745669,Inactive,0
16745670,Inactive,0
16745671,Inactive,0
16745672,Inactive,0
16745673,Inactive,0
16745674,Inactive,0
16745675,Inactive,0
16745676,Inactive,0
16745677,Inactive,0
16745678,Inactive,0
16745679,Inactive,0
16745680,Inactive,0
16745681,Inactive,0
16745682,Inactive,0
16745683,Inactive,0
16745684,Inactive,0
16745685,Inactive,0
16745686,Inactive,0
16745687,Inactive,0
16745688,Inactive,0
16745689,Inactive,0
16745690,Inactive,0
16745691,Inactive,0
16759809,Inactive,0
16759762,Inactive,0
16759738,Inactive,0
16759726,Inactive,0
16759773,Inactive,0
16759761,Inactive,0
16759737,Inactive,0
16759807,Inactive,0
16759772,Inactive,0
16759748,Inactive,0
16759736,Inactive,0
16759806,Inactive,0
16759794,Inactive,0
16759783,Inactive,0
16759747,Inactive,0
16759735,Inactive,0
16759723,Inactive,0
16759805,Inactive,0
16759770,Inactive,0
16759734,Inactive,0
16759781,Inactive,0
16759769,Inactive,0
16759757,Inactive,0
22770764,Inactive,0
16759797,Inactive,0
16759750,Inactive,0
16759795,Inactive,0
16759759,Inactive,0
16759793,Inactive,0
16759792,Inactive,0
16759745,Inactive,0
16759788,Inactive,0
16745724,Inactive,0
16745725,Inactive,0
16745726,Inactive,0
16745727,Inactive,0
16745728,Inactive,0
16745729,Inactive,0
16745730,Inactive,0
16759638,Inactive,0
16759648,Inactive,0
16759765,Inactive,0
16759777,Inactive,0
16759800,Inactive,0
16759733,Inactive,0
16745737,Inactive,0
16759739,Inactive,0
16759771,Inactive,0
16745740,Inactive,0
16745741,Inactive,0
16745742,Inactive,1
16745743,Inactive,0
16745744,Inactive,0
16745745,Inactive,0
16745746,Inactive,0
16745747,Inactive,0
16745748,Inactive,0
16745749,Inactive,0
16745750,Inactive,0
16745751,Inactive,0
16745752,Inactive,0
16745753,Inactive,0
16745754,Inactive,0
16745755,Inactive,0
16745756,Inactive,0
16745757,Inactive,0
16745758,Inactive,0
16745759,Inactive,0
16745760,Inactive,0
16745761,Inactive,1
16745762,Inactive,0
16745763,Inactive,1
16745764,Inactive,0
16745765,Inactive,0
16745766,Inactive,0
16745767,Inactive,0
16745768,Inactive,0
16745769,Inactive,0
16745770,Active,41
16759834,Inactive,0
16759722,Inactive,0
16759724,Inactive,0
16745774,Inactive,0
16745775,Inactive,0
16745776,Inactive,0
16745777,Inactive,0
16745778,Inactive,0
6669886,Inactive,0
16745779,Inactive,0
16745780,Inactive,0
16745781,Inactive,0
16745782,Inactive,0
16745783,Inactive,0
16745784,Inactive,0
16745785,Inactive,0
16745786,Inactive,0
16745787,Inactive,0
16745788,Inactive,0
16745789,Inactive,0
16745790,Inactive,0
16745791,Inactive,0
16745792,Inactive,0
16745793,Inactive,0
16745794,Inactive,0
16745795,Inactive,0
16745796,Inactive,0
16745797,Inactive,0
16745798,Inactive,0
16745799,Inactive,0
16745800,Inactive,0
16745801,Inactive,0
3925868,Inactive,0
16745802,Inactive,0
16745803,Inactive,0
16745804,Inactive,0
16745805,Inactive,0
16745806,Inactive,0
16745807,Inactive,0
16745808,Inactive,0
16745809,Inactive,0
16745810,Inactive,0
16745811,Inactive,0
16745812,Inactive,0
16745813,Inactive,0
16745814,Inactive,0
16745815,Inactive,0
16745816,Inactive,0
16745817,Inactive,1
16745818,Inactive,0
16745819,Inactive,0
16745820,Inactive,0
16745821,Inactive,1
16745822,Inactive,0
16745823,Inactive,0
16745824,Inactive,0
708800,Inactive,0
9642086,Inactive,0
2016945,Inactive,0
1901667,Inactive,1
3923197,Inactive,0
2022258,Inactive,0
1396226,Inactive,0
5887326,Inactive,0
9658098,Inactive,0
9685293,Inactive,0
6884050,Inactive,0
828363,Inactive,1
52997978,Inactive,0
3892960,Inactive,0
6220215,Inactive,0
135855999,Inactive,0
1904355,Inactive,0
6108815,Inactive,0
6865049,Inactive,0
6883202,Inactive,0
16745827,Inactive,0
1995661,Inactive,0
3546539,Inactive,0
9631490,Inactive,0
630731,Inactive,0
1604929,Inactive,0
135549821,Inactive,0
1555384,Inactive,0
1975074,Inactive,0
9631704,Inactive,0
9603771,Inactive,0
4994275,Inactive,0
3746857,Inactive,0
16745828,Inactive,0
135633996,Inactive,0
135643699,Inactive,0
135417104,Inactive,1
1850135,Inactive,0
935974,Inactive,1
4890079,Inactive,0
2044869,Inactive,0
1942423,Inactive,0
6889419,Inactive,0
6866730,Inactive,0
4325938,Inactive,0
6181239,Inactive,0
5949916,Inactive,0
2772058,Inactive,0
1949861,Inactive,0
3536995,Inactive,0
2028606,Inactive,0
3652913,Inactive,0
1423600,Inactive,0
16745829,Inactive,0
1904598,Inactive,1
9615545,Inactive,0
2048162,Inactive,0
2772102,Inactive,0
938550,Inactive,0
3800031,Inactive,1
135648553,Inactive,0
766178,Inactive,1
135520923,Inactive,0
1859597,Inactive,0
941704,Inactive,0
4659759,Inactive,0
1878132,Inactive,0
1898616,Inactive,0
949458,Inactive,0
1388120,Inactive,0
948969,Inactive,0
1909109,Inactive,1
1852376,Inactive,0
19495,Inactive,0
1984902,Inactive,0
6870055,Inactive,0
938112,Inactive,0
938470,Inactive,0
9685144,Inactive,0
9620622,Inactive,0
9619113,Inactive,1
6889374,Inactive,0
1989749,Inactive,0
4859726,Inactive,0
3940993,Active,41
135544211,Inactive,0
3725664,Inactive,0
9660676,Inactive,0
3566959,Inactive,0
1849630,Inactive,0
9668354,Inactive,1
135645365,Inactive,0
3790687,Inactive,0
2006417,Inactive,0
1392125,Inactive,0
754530,Inactive,1
3891328,Inactive,0
3822074,Inactive,0
1517201,Inactive,0
1963766,Inactive,0
16745835,Inactive,0
135821931,Inactive,0
910746,Inactive,0
917030,Inactive,0
16745836,Inactive,0
4886313,Inactive,0
135627737,Inactive,0
135558932,Inactive,1
135400063,Inactive,0
135400174,Inactive,0
9636047,Inactive,0
1940236,Inactive,0
1952877,Inactive,0
700796,Inactive,0
5735793,Inactive,0
135420722,Inactive,0
9617855,Inactive,0
9558461,Inactive,0
6885554,Inactive,0
9617011,Inactive,0
3758700,Inactive,0
1917402,Inactive,0
1956711,Inactive,0
3700277,Inactive,0
949960,Inactive,0
3996087,Inactive,0
1874139,Inactive,0
1386669,Inactive,0
881048,Inactive,0
1873525,Inactive,0
1917444,Inactive,0
1951470,Inactive,0
135420827,Inactive,0
16745839,Inactive,0
3368526,Inactive,0
5341436,Inactive,0
1567097,Inactive,1
1901745,Inactive,0
910742,Inactive,0
135519192,Inactive,0
9682252,Inactive,0
4297662,Inactive,0
1913870,Inactive,0
1384463,Inactive,0
1180528,Inactive,0
135554597,Inactive,0
6880949,Inactive,0
948446,Inactive,1
3810951,Inactive,0
9643730,Inactive,0
54677747,Inactive,0
6884195,Inactive,0
1877168,Inactive,0
6883967,Inactive,0
1383671,Inactive,0
1876282,Inactive,0
6873012,Inactive,1
3277810,Inactive,1
5431119,Inactive,0
135546055,Inactive,0
1895447,Inactive,0
135650616,Inactive,0
9636676,Inactive,1
5727181,Inactive,1
6869039,Inactive,0
12118918,Inactive,0
135576419,Inactive,0
135486010,Inconclusive,2
3746037,Inactive,0
694540,Inactive,0
9614564,Inactive,1
135635677,Inactive,0
135628105,Inactive,0
1420346,Inactive,1
789561,Inactive,0
3714754,Inactive,0
687246,Inactive,0
1993067,Inactive,0
3658392,Inactive,0
9585610,Inactive,0
623352,Inactive,0
9636162,Inactive,0
2041185,Inactive,0
3659941,Inactive,0
947929,Inactive,0
6518520,Inactive,1
135435439,Inactive,0
9638384,Inactive,1
1944908,Inactive,1
1892002,Inactive,0
135399493,Inactive,0
3453284,Inactive,0
1402946,Inactive,0
2022310,Inactive,0
2026612,Inactive,0
4885703,Inactive,0
5343613,Inactive,0
9636887,Inactive,1
6889493,Inactive,0
1005314,Inactive,0
1990677,Inactive,1
938810,Inactive,0
16745844,Inactive,0
135856001,Inactive,0
6887731,Inactive,0
9631731,Inactive,0
135412087,Inactive,0
6862586,Inactive,0
1576536,Inactive,0
2009311,Inactive,0
4385497,Inactive,0
3796055,Inactive,0
4594477,Inactive,0
3148412,Inactive,0
942729,Inactive,0
2390757,Inactive,0
934441,Inactive,1
6393804,Inactive,1
135651140,Inactive,1
16410194,Inactive,0
3752327,Inactive,0
6385598,Inactive,0
3516533,Inactive,0
2042569,Inactive,0
135651182,Inactive,0
3738615,Inactive,0
2048505,Inactive,0
6535287,Inactive,0
2005962,Inactive,0
6873212,Inactive,0
5626555,Inactive,0
4589068,Inactive,0
6890364,Inactive,0
3536314,Inactive,0
1891764,Inactive,0
2046490,Inactive,0
16745845,Inactive,0
1712589,Inactive,0
4897338,Inactive,0
9633169,Inactive,0
934561,Inactive,1
564741,Inactive,0
5159834,Inactive,0
6865735,Inactive,0
23673720,Inactive,1
16745846,Inactive,0
2723946,Inactive,1
940742,Inactive,0
135420662,Inactive,0
612279,Inactive,1
3698265,Inactive,0
930714,Inactive,0
5449896,Inactive,0
135412141,Inactive,0
1913590,Inactive,0
135554797,Inactive,1
135512685,Inactive,0
945330,Inactive,0
1827782,Inactive,1
5917797,Inactive,0
4244847,Inactive,0
9685312,Inactive,0
4271294,Inactive,0
540364,Inactive,0
1862355,Inactive,0
2034435,Inactive,0
16745849,Inactive,0
135630547,Inactive,0
4893184,Inactive,0
1952592,Inactive,0
750480,Inactive,0
6877697,Inactive,0
2015821,Inactive,0
9557726,Inactive,0
3304555,Inactive,0
135518515,Inactive,0
3768236,Inactive,1
1967839,Inactive,1
6883081,Inactive,0
6880050,Inactive,0
52994982,Inactive,0
16745853,Inactive,0
3570986,Inactive,0
135614917,Inactive,0
5342926,Inactive,0
2012247,Inactive,0
135643494,Inactive,1
950184,Inactive,0
3809779,Inactive,0
135398897,Inactive,0
1975189,Inactive,0
135538542,Inactive,0
948803,Inactive,0
1857024,Inactive,0
9614566,Inactive,0
6226630,Inactive,0
1977276,Inactive,0
135416640,Inactive,0
1420946,Inactive,0
1846186,Inactive,0
5214206,Inactive,0
2933339,Inactive,0
135469950,Inactive,0
4371019,Inactive,0
2004532,Inactive,0
2787059,Inactive,0
6870715,Inactive,1
1608570,Inactive,0
5343127,Inactive,0
6401723,Inactive,0
6225271,Inactive,0
135420785,Inactive,0
5923363,Inactive,0
6888929,Inactive,0
1939327,Inactive,0
948382,Inactive,0
135478018,Inactive,1
135438829,Inactive,0
135543163,Inactive,0
1418961,Inactive,0
1043824,Inactive,0
930702,Inactive,0
16745854,Inactive,1
1914890,Inactive,0
16745855,Inactive,0
649238,Inactive,0
16745856,Inactive,0
254758,Inactive,0
742416,Inactive,0
4972682,Inactive,0
932209,Inactive,0
650099,Inactive,0
644939,Inactive,0
648333,Inactive,0
650323,Inactive,0
16745857,Inactive,0
16745859,Inactive,0
654526,Inactive,0
6882095,Inactive,0
135437779,Inactive,0
16745860,Inactive,0
16745861,Inconclusive,2
135712453,Inactive,0
655416,Inactive,0
16745863,Inactive,0
135635907,Inactive,1
16745864,Inactive,0
16745865,Inactive,0
653473,Inactive,0
135712454,Inactive,0
644459,Inactive,0
654860,Inactive,0
6863848,Inactive,0
1911770,Inactive,0
6886457,Inactive,0
1934929,Inactive,0
804659,Inactive,0
135412450,Inactive,0
1955100,Inactive,0
1910730,Inactive,0
727090,Inactive,0
16745868,Inactive,0
9621222,Inactive,0
647205,Inactive,0
647013,Inactive,0
647102,Inactive,1
1846646,Inactive,0
942149,Inactive,0
4483705,Inactive,0
5026088,Inactive,0
9684884,Inactive,0
6885920,Inactive,1
685559,Inactive,0
6884242,Inactive,0
2026117,Inactive,1
2036931,Inactive,0
1393217,Inactive,0
6865586,Inactive,0
6532825,Inactive,0
6532845,Inactive,0
9637974,Inactive,0
3730758,Inactive,0
9635641,Inactive,0
6890464,Inactive,0
6880169,Inactive,0
1994587,Inactive,0
1383563,Inactive,0
135650560,Inactive,0
2062323,Inactive,0
135493311,Inactive,0
6582014,Inactive,0
54677749,Inactive,0
1922102,Inactive,0
7285079,Inactive,0
135650471,Inactive,0
6148417,Inactive,0
1592910,Inactive,1
3719648,Inactive,1
5905253,Inactive,1
2874224,Inactive,0
1240272,Inactive,0
911053,Inactive,0
649662,Inactive,0
1924757,Inactive,0
3670377,Inactive,0
1894795,Inactive,0
6859863,Inactive,0
6885569,Inactive,0
5350915,Inactive,0
729514,Inactive,0
135603302,Inactive,0
1854707,Inactive,0
9557418,Inactive,0
3664893,Inactive,0
6879670,Inactive,0
1922845,Inactive,0
3778607,Inactive,0
1951685,Inactive,0
6879911,Inactive,0
3851827,Inactive,0
6868511,Inactive,0
3468804,Inactive,0
1613041,Inactive,0
1395543,Inactive,0
2035135,Inactive,0
1892043,Inactive,0
3411955,Inactive,0
9582641,Inactive,0
717538,Inactive,0
1631157,Inactive,0
3338392,Inactive,0
16411499,Inactive,0
1611891,Inactive,0
940354,Inactive,0
1918250,Inactive,0
1560327,Inactive,1
917055,Inactive,0
135630269,Inactive,0
930868,Inactive,0
135549787,Inactive,0
135643266,Inactive,0
6882010,Inactive,0
135641649,Inactive,0
3568528,Inactive,0
3318262,Inactive,0
5917807,Inactive,0
9616977,Inactive,0
6862341,Inactive,0
729841,Inactive,0
2788163,Inactive,0
135457732,Inactive,0
6887144,Inactive,0
54677750,Inactive,0
802147,Inactive,0
1045135,Inactive,0
1970167,Inactive,0
6888970,Inactive,0
6889164,Inactive,0
5133312,Inactive,0
1965675,Inactive,0
135456276,Inactive,1
1969650,Inactive,0
9631442,Inactive,0
135400125,Inactive,0
1965760,Inactive,0
1856804,Inactive,0
6224319,Inactive,0
14448772,Inactive,0
6226345,Inactive,0
1944711,Inactive,0
1969051,Inactive,0
2030615,Inactive,0
3343195,Inactive,0
