PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
26041,Active,40.0
5281576,Active,40.0
5281575,Inactive,0.0
5280795,Inactive,0.0
7529,Inactive,0.0
8419,Inactive,0.0
62969,Inactive,0.0
10215,Inconclusive,20.0
61186,Inactive,0.0
8061,Inactive,0.0
6440940,Inconclusive,10.0
66449,Inconclusive,10.0
33133,Active,61.0
5590,Inactive,0.0
18725,Inactive,0.0
8783,Inactive,0.0
17142,Inactive,0.0
7540,Inactive,0.0
11776,Inconclusive,10.0
5569,Inactive,0.0
6535,Inactive,0.0
6420,Inactive,0.0
6421,Inactive,0.0
13931,Inactive,0.0
5541,Inactive,0.0
638015,Inactive,0.0
641240,Inactive,0.0
638186,Inactive,0.0
1140,Inactive,0.0
8030,Inactive,0.0
3032791,Inactive,0.0
864,Inactive,0.0
700999,Inconclusive,10.0
2734117,Active,85.0
8404,Inactive,0.0
2723754,Inactive,0.0
8197,Inactive,0.0
28803,Inactive,0.0
28803,Inactive,0.0
8326,Inactive,0.0
31373,Inactive,0.0
12443,Inactive,0.0
62753,Inactive,0.0
6618,Inconclusive,10.0
16043,Inactive,0.0
6410,Inactive,0.0
6410,Inactive,0.0
7489,Inactive,0.0
86102,Inactive,0.0
32793,Inactive,0.0
18360,Inactive,0.0
11966,Inactive,0.0
24314,Inactive,0.0
61207,Inactive,0.0
61247,Inactive,0.0
7172,Inactive,0.0
5340,Inactive,0.0
5987,Inactive,0.0
5329,Inactive,0.0
5320,Inactive,0.0
8062,Inactive,0.0
16220118,Inactive,0.0
23668192,Inactive,0.0
23668193,Inactive,0.0
3423265,Inactive,0.0
516919,Inactive,0.0
3423265,Inactive,0.0
108005,Inactive,0.0
108005,Inactive,0.0
23668194,Inactive,0.0
516902,Inactive,0.0
23668195,Inactive,0.0
23668195,Inactive,0.0
31553,Active,81.0
11972286,Inactive,0.0
60934,Inactive,0.0
26323,Inactive,0.0
18056,Inactive,0.0
135398743,Inactive,0.0
10168,Active,41.0
445154,Active,85.0
1057,Inconclusive,10.0
31423,Inconclusive,10.0
67172,Inactive,0.0
6988,Inactive,0.0
7724,Inactive,0.0
6269,Inactive,0.0
7390,Inactive,0.0
7381,Active,40.0
228987,Inactive,0.0
7175,Inconclusive,10.0
92629,Inactive,0.0
1030,Inactive,0.0
15286,Inactive,0.0
5994,Active,41.0
36242,Inactive,0.0
9076,Inactive,0.0
24502,Inactive,0.0
13539,Inactive,0.0
17231,Inactive,0.0
7473,Inactive,0.0
7494,Inactive,0.0
17549,Inactive,0.0
8502,Inactive,0.0
7487,Inactive,0.0
11505,Inactive,0.0
9473,Inactive,0.0
8438,Inactive,0.0
10129,Inactive,0.0
15965,Inactive,0.0
24819,Inactive,0.0
15158,Inactive,0.0
1004,Inactive,0.0
3610,Active,40.0
676454,Inactive,0.0
14090,Inactive,0.0
19188,Inactive,0.0
24744,Active,41.0
6537507,Inactive,0.0
7666,Inactive,0.0
8615,Inconclusive,10.0
995,Inactive,0.0
31070,Inactive,0.0
8813,Inactive,0.0
19042,Inconclusive,10.0
11855,Inactive,0.0
36159,Inconclusive,10.0
36159,Inconclusive,10.0
66041,Inactive,0.0
7810,Inactive,0.0
6318,Inactive,0.0
7805,Inactive,0.0
15277,Inactive,0.0
991,Inconclusive,10.0
7732,Inactive,0.0
31244,Inactive,0.0
403,Active,83.0
31230,Inactive,0.0
978,Inactive,0.0
8479,Inactive,0.0
19266,Inactive,0.0
6625,Inconclusive,20.0
3035,Inconclusive,10.0
1752,Active,83.0
5281034,Inactive,0.0
7242,Inactive,0.0
8373,Inactive,0.0
6984,Inactive,0.0
967,Inactive,0.0
157882,Inactive,0.0
7243,Active,83.0
7203,Inactive,0.0
1318,Inactive,0.0
6944,Inactive,0.0
11888,Inactive,0.0
27054,Inactive,0.0
11921,Inactive,0.0
11875,Inactive,0.0
11087,Inactive,0.0
11876,Inactive,0.0
6946,Inactive,0.0
11346,Inactive,0.0
460,Inactive,0.0
10377,Active,40.0
5371728,Inactive,0.0
445639,Inactive,0.0
102484,Inactive,0.0
379,Inactive,0.0
6537506,Inactive,0.0
16640,Inactive,0.0
14906,Inactive,0.0
7977,Inactive,0.0
6921,Inactive,0.0
8374,Inactive,0.0
7236,Inactive,0.0
7000,Inactive,0.0
5801,Active,81.0
6926,Inactive,0.0
7013,Inconclusive,10.0
8003,Inactive,0.0
5281249,Inactive,0.0
8141,Inactive,0.0
5930,Active,41.0
25711,Inactive,0.0
11954,Inactive,0.0
7483,Inconclusive,10.0
5935,Inactive,0.0
41684,Active,83.0
7573,Inconclusive,20.0
13032,Inactive,0.0
16637,Inactive,0.0
10236,Inconclusive,10.0
4485,Inactive,0.0
62390,Inactive,0.0
10313,Inactive,0.0
8872,Inactive,0.0
4463,Inactive,0.0
7098,Inactive,0.0
6637,Inactive,0.0
7670,Inactive,0.0
28594,Inactive,0.0
30231,Inactive,0.0
64142,Active,41.0
18510,Inactive,0.0
6633,Inactive,0.0
17049,Inactive,0.0
263,Inactive,0.0
8846,Inactive,0.0
7684,Inactive,0.0
8443,Inactive,0.0
10843,Inactive,0.0
8041,Inactive,0.0
7589,Inconclusive,10.0
80365,Inactive,0.0
7472,Active,40.0
8749,Inconclusive,10.0
6228,Inactive,0.0
7120,Active,40.0
6828,Inactive,0.0
7490,Inactive,0.0
8097,Inactive,0.0
13101,Inconclusive,20.0
4276,Inactive,0.0
2478,Inactive,0.0
7929,Inactive,0.0
6753,Inactive,0.0
12104,Inactive,0.0
12120,Inactive,0.0
14236,Inactive,0.0
20393,Inactive,0.0
16653,Inactive,0.0
11137,Inconclusive,20.0
12078,Inactive,0.0
8495,Inactive,0.0
8497,Inactive,0.0
12576,Inactive,0.0
7423,Inactive,0.0
8494,Inactive,0.0
5281567,Inactive,0.0
16907,Inactive,0.0
7455,Inactive,0.0
15294,Inactive,0.0
7127,Inactive,0.0
104827,Active,62.0
22772,Inactive,0.0
6570,Inactive,0.0
6010,Inconclusive,10.0
637759,Inactive,0.0
