PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
161406,Unspecified,
24799958,Unspecified,
24799622,Unspecified,
24799794,Unspecified,
24799795,Unspecified,
24799456,Unspecified,
24799452,Unspecified,
24799792,Unspecified,
24799454,Unspecified,
150458,Unspecified,
24799789,Unspecified,
24799785,Unspecified,
14751846,Unspecified,
24799449,Unspecified,
24799446,Unspecified,
24799783,Unspecified,
24799447,Unspecified,
44457431,Unspecified,
24799631,Unspecified,
44457432,Unspecified,
44457433,Unspecified,
24799629,Unspecified,
44457444,Unspecified,
14751845,Unspecified,
10924457,Unspecified,
6464086,Unspecified,
45263773,Unspecified,
14751843,Unspecified,
24799788,Unspecified,
24799451,Unspecified,
24799787,Unspecified,
