PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
64971,Unspecified,
70678254,Unspecified,
127024873,Unspecified,
127024874,Unspecified,
127024875,Unspecified,
127024876,Unspecified,
127025477,Unspecified,
127025800,Unspecified,
127025801,Unspecified,
127025802,Unspecified,
127025803,Unspecified,
127026420,Unspecified,
127026421,Unspecified,
127026422,Unspecified,
127026726,Unspecified,
127027365,Unspecified,
127027366,Unspecified,
127027692,Unspecified,
127027693,Unspecified,
127027990,Unspecified,
127027991,Unspecified,
127028019,Unspecified,
127028020,Unspecified,
127028021,Unspecified,
127028307,Unspecified,
127028308,Unspecified,
127028309,Unspecified,
127028335,Unspecified,
127028336,Unspecified,
127028639,Unspecified,
127028966,Unspecified,
127028967,Unspecified,
127028968,Unspecified,
127029258,Unspecified,
