PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
71746963,Unspecified,
71747123,Unspecified,
71747301,Unspecified,
12345146,Unspecified,
71746960,Unspecified,
71747121,Unspecified,
71747295,Unspecified,
71746961,Unspecified,
71747296,Unspecified,
71747298,Unspecified,
71747122,Unspecified,
71747299,Unspecified,
71747300,Unspecified,
71747468,Unspecified,
71746962,Unspecified,
71747297,Unspecified,
71747302,Unspecified,
71747470,Unspecified,
71747472,Unspecified,
71747473,Unspecified,
71747471,Unspecified,
71747475,Unspecified,
12345147,Unspecified,
71747119,Unspecified,
71747124,Unspecified,
