PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
135976586,Inactive,
135976587,Inactive,
54738543,Inactive,
54738544,Inactive,
54738545,Inactive,
46880253,Inactive,
46880295,Inactive,
46880296,Inactive,
46880297,Inactive,
46880298,Inactive,
46880857,Inactive,
46880858,Inactive,
46880859,Inactive,
46880860,Inactive,
46880902,Inactive,
46880903,Inactive,
46880904,Inactive,
46880905,Inactive,
46880906,Inactive,
46880907,Inactive,
54738546,Inactive,
54738547,Inactive,
54738548,Inactive,
54738549,Inactive,
54738550,Inactive,
54738551,Inactive,
