PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
31703,Inconclusive,
122193081,Inconclusive,
122193082,Inconclusive,
122193083,Inconclusive,
122193084,Inconclusive,
122193085,Inconclusive,
122193086,Inconclusive,
122193087,Inconclusive,
122193088,Inconclusive,
122193089,Inconclusive,
122194578,Inconclusive,
122194579,Unspecified,
122194580,Inconclusive,
122194581,Inconclusive,
122194582,Inconclusive,
122194583,Inconclusive,
122194584,Inconclusive,
122194585,Inconclusive,
122194586,Inconclusive,
122194587,Inconclusive,
122194588,Inconclusive,
122194589,Inconclusive,
122194590,Inconclusive,
122194591,Inconclusive,
122194592,Inconclusive,
122194593,Inconclusive,
122194594,Inconclusive,
122194595,Inconclusive,
122194596,Inconclusive,
122194597,Inconclusive,
122194598,Unspecified,
122194599,Inconclusive,
122194600,Inconclusive,
122194601,Inconclusive,
122194602,Inconclusive,
