PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
5329102,Active,
134129989,Inconclusive,
134130055,Inconclusive,
134130101,Inconclusive,
134130155,Inconclusive,
134130263,Inconclusive,
134130382,Inconclusive,
134130393,Inconclusive,
134130444,Inconclusive,
134130550,Inconclusive,
83525305,Inconclusive,
134130677,Active,
134130691,Inconclusive,
134130911,Inconclusive,
134131048,Inconclusive,
134131142,Inconclusive,
134131211,Inconclusive,
134131279,Inconclusive,
134131368,Inconclusive,
134131477,Inconclusive,
134131566,Inconclusive,
