PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
5351344,Active,
134129879,Active,
134129890,Active,
134129896,Active,
134129961,Active,
134129968,Active,
134129978,Active,
134130065,Active,
134130174,Active,
134130191,Active,
134130209,Active,
132819944,Active,
134130221,Active,
134130290,Active,
134130368,Active,
134130395,Active,
134130406,Active,
134130424,Active,
134130449,Active,
134130597,Active,
134130621,Active,
134130764,Active,
134130779,Active,
134130838,Active,
132819942,Active,
134130887,Active,
134130931,Active,
134130946,Active,
134130951,Active,
132819941,Active,
134131106,Active,
134131264,Active,
134131386,Active,
134131398,Active,
134131400,Active,
134131582,Active,
132819940,Active,
