PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
3385,Active,
137317282,Unspecified,
137317283,Active,
137317290,Active,
134130060,Active,
137317292,Active,
137317294,Active,
134130205,Unspecified,
134130261,Active,
134130299,Unspecified,
137317299,Active,
137317300,Active,
137317301,Active,
134130400,Unspecified,
134130421,Active,
137317302,Active,
137317306,Active,
134130720,Active,
134130786,Active,
134130788,Active,
134130840,Unspecified,
134130918,Active,
137317312,Unspecified,
137317313,Active,
134130955,Unspecified,
137317318,Active,
134131019,Active,
134131091,Unspecified,
137317320,Active,
134131194,Unspecified,
134131233,Unspecified,
137317324,Active,
134131402,Unspecified,
134131499,Active,
137317332,Active,
134131569,Unspecified,
