AID: 1235395	Substance BioActivity: 18 Tested
AID: 1235396	Substance BioActivity: 18 Tested
AID: 1235397	Substance BioActivity: 7 Active, 18 Tested
AID: 1235398	Substance BioActivity: 18 Tested
AID: 1235399	Substance BioActivity: 18 Tested
AID: 1235400	Substance BioActivity: 18 Tested
AID: 1235401	Substance BioActivity: 13 Active, 18 Tested
AID: 1235402	Substance BioActivity: 18 Tested
AID: 1235403	Substance BioActivity: 18 Tested
AID: 1235404	Substance BioActivity: 18 Tested
AID: 1235405	Substance BioActivity: 11 Active, 18 Tested
AID: 1310453	Substance BioActivity: 8 Active, 18 Tested
AID: 1310454	Substance BioActivity: 7 Active, 18 Tested
AID: 1310455	Substance BioActivity: 7 Active, 1 Activity <= 1 µM, 18 Tested
AID: 321744	Substance BioActivity: 10 Active, 3 Activity <= 1 µM, 17 Tested
AID: 1175460	Substance BioActivity: 8 Active, 17 Tested
AID: 1175461	Substance BioActivity: 6 Active, 17 Tested
AID: 1175462	Substance BioActivity: 14 Active, 1 Activity <= 1 µM, 17 Tested
AID: 1296457	Substance BioActivity: 8 Active, 3 Activity <= 1 µM, 17 Tested
AID: 1296459	Substance BioActivity: 10 Active, 2 Activity <= 1 µM, 17 Tested
AID: 268847	Substance BioActivity: 14 Active, 2 Activity <= 1 µM, 16 Tested
AID: 268848	Substance BioActivity: 14 Active, 1 Activity <= 1 µM, 16 Tested
AID: 268849	Substance BioActivity: 14 Active, 16 Tested
AID: 268850	Substance BioActivity: 13 Active, 16 Tested
AID: 268851	Substance BioActivity: 13 Active, 16 Tested
AID: 478214	Substance BioActivity: 15 Active, 11 Activity <= 1 µM, 16 Tested
AID: 478215	Substance BioActivity: 14 Active, 10 Activity <= 1 µM, 16 Tested
AID: 1162814	Substance BioActivity: 16 Active, 9 Activity <= 1 µM, 16 Tested
AID: 1162815	Substance BioActivity: 16 Active, 6 Activity <= 1 µM, 16 Tested
AID: 1162816	Substance BioActivity: 16 Active, 9 Activity <= 1 µM, 16 Tested
AID: 1162817	Substance BioActivity: 16 Active, 1 Activity <= 1 µM, 16 Tested
AID: 1162818	Substance BioActivity: 16 Active, 4 Activity <= 1 µM, 16 Tested
AID: 234411	Substance BioActivity: 15 Tested
AID: 528361	Substance BioActivity: 7 Active, 2 Activity <= 1 µM, 15 Tested
AID: 600319	Substance BioActivity: 5 Active, 15 Tested
AID: 600320	Substance BioActivity: 4 Active, 15 Tested
AID: 600321	Substance BioActivity: 5 Active, 15 Tested
AID: 600322	Substance BioActivity: 6 Active, 15 Tested
AID: 1061795	Substance BioActivity: 12 Active, 15 Tested
AID: 1061796	Substance BioActivity: 11 Active, 15 Tested
AID: 1061797	Substance BioActivity: 7 Active, 15 Tested
AID: 1276751	Substance BioActivity: 15 Active, 15 Tested
AID: 1276752	Substance BioActivity: 15 Active, 15 Tested
AID: 1276753	Substance BioActivity: 15 Active, 15 Tested
AID: 1276754	Substance BioActivity: 15 Active, 15 Tested
AID: 1276755	Substance BioActivity: 15 Active, 15 Tested
AID: 144497	Substance BioActivity: 14 Active, 10 Activity <= 1 nM, 14 Activity <= 1 µM, 14 Tested
AID: 215473	Substance BioActivity: 14 Active, 7 Activity <= 1 nM, 14 Activity <= 1 µM, 14 Tested
AID: 215474	Substance BioActivity: 14 Tested
AID: 503308	Substance BioActivity: 14 Tested
AID: 503311	Substance BioActivity: 14 Tested
AID: 617166	Substance BioActivity: 4 Active, 14 Tested
AID: 1061794	Substance BioActivity: 11 Active, 14 Tested
AID: 1273896	Substance BioActivity: 14 Active, 14 Tested
AID: 1273897	Substance BioActivity: 13 Active, 14 Tested
AID: 1273898	Substance BioActivity: 9 Active, 14 Tested
AID: 1273899	Substance BioActivity: 8 Active, 14 Tested
AID: 1277072	Substance BioActivity: 10 Active, 2 Activity <= 1 µM, 14 Tested
AID: 1277073	Substance BioActivity: 12 Active, 1 Activity <= 1 µM, 14 Tested
AID: 1277074	Substance BioActivity: 13 Active, 14 Tested
AID: 1277075	Substance BioActivity: 11 Active, 2 Activity <= 1 µM, 14 Tested
AID: 1277076	Substance BioActivity: 10 Active, 2 Activity <= 1 µM, 14 Tested
AID: 1339174	Substance BioActivity: 14 Tested
AID: 267889	Substance BioActivity: 13 Active, 11 Activity <= 1 µM, 13 Tested
AID: 297626	Substance BioActivity: 13 Active, 13 Activity <= 1 µM, 13 Tested
AID: 468142	Substance BioActivity: 13 Active, 13 Tested
AID: 468143	Substance BioActivity: 13 Tested
AID: 526312	Substance BioActivity: 11 Active, 13 Tested
AID: 733317	Substance BioActivity: 13 Tested
AID: 733740	Substance BioActivity: 13 Tested
AID: 733741	Substance BioActivity: 13 Tested
AID: 733742	Substance BioActivity: 13 Tested
AID: 733743	Substance BioActivity: 13 Tested
