44592813,38
49777789,34
53248678,34
46830377,30
25211156,29
6442493,23
56945282,20
56945405,20
44452656,20
127052794,20
134130677,17
11542064,16
10259181,16
5326018,15
73352016,14
73353478,14
71653325,14
71653474,14
71653473,14
5281526,14
54753797,14
3686,14
71699540,14
71699538,14
46898059,14
71699613,14
73352015,14
73352017,14
73352019,14
73356538,14
15923208,13
5329102,12
73213456,12
118712605,12
46898060,12
71454859,11
57395543,11
73353479,10
134151532,10
118723714,10
2971,10
118723718,10
127050793,9
10364986,9
127048211,9
6324616,9
127049542,9
127048264,8
122838,8
71453127,8
10531927,8
91884577,8
118709366,7
127052791,7
127052800,7
118709361,7
127051877,7
11201041,7
127052793,7
118709371,6
118709373,6
127051880,6
118709364,6
127052798,6
118709380,6
118709382,6
118709381,6
118709370,6
127052799,6
118709365,6
127052792,6
127052790,6
11813755,6
127051878,6
127052795,6
969516,6
127049385,6
127048400,6
118712970,6
118712964,6
127052509,6
127048399,6
127051876,6
44433978,6
127052200,6
127049070,6
127051881,6
16115403,6
21850283,6
127051879,6
3806,6
127049384,6
127041600,6
127052011,5
118712618,5
118712620,5
118712622,5
127033711,5
127048209,5
134130155,5
127050137,5
118709377,5
118712614,5
73346204,5
127048208,5
127050138,5
134130055,5
127050477,5
49777795,5
127051967,5
127033712,5
118712621,5
118712619,5
127050791,5
118712616,5
127052010,5
118712608,5
72549723,5
118709379,5
2903181,5
118709369,5
118709367,5
127051687,5
2903111,5
127050794,5
333723,5
72549722,5
73350499,5
11750829,5
127048509,5
5746,5
127049538,5
118712969,5
127049500,5
127033411,5
4696,5
73353787,5
118712613,5
127052331,5
118712617,5
73350828,5
127048922,5
118709376,5
2751798,5
127049540,5
71699612,5
118712607,5
118712609,5
5281767,5
118712611,5
118728746,4
118712610,4
76312553,4
49799199,4
122187198,4
122187192,4
127033413,4
46905041,4
76323409,4
127149,4
10604803,4
16111893,4
5288209,4
118712612,4
56945287,4
127052840,4
56945183,4
127048221,4
73347407,4
49799529,4
118723715,4
10766222,4
118709378,4
118723713,4
118709372,4
118709368,4
118712963,4
74989,4
49799576,4
10556060,4
118723716,4
118723722,4
76334248,4
67110937,4
72197300,4
118709363,4
71699537,4
9960732,4
127050790,4
49799056,4
73588,4
122187190,4
49799202,4
122187187,4
122187189,4
122187191,4
122187193,4
122187197,4
127040963,4
118724066,4
49799322,4
73356539,4
127052569,4
23252567,4
10603957,4
56945184,4
122187194,4
118712962,4
122187200,4
127052332,4
44581018,4
127034287,4
122187188,4
122187186,4
44307147,4
49799530,4
49799320,4
118712976,4
127034015,4
5937000,3
127034260,3
44306490,3
127048267,3
49831172,3
8371,3
134131368,3
441336,3
14467636,3
122187201,3
72197299,3
118712604,3
118712606,3
49799577,3
127033412,3
2903171,3
56945283,3
76308850,3
118712979,3
118712977,3
118712971,3
134131477,3
49799057,3
56945285,3
16683072,3
127051688,3
3884,3
134130393,3
76330652,3
49799201,3
49799203,3
32798,3
127033414,3
6067820,3
16682828,3
2880627,3
3792364,3
53249535,3
49799423,3
44423798,3
2846972,3
406815,3
2903255,3
76323410,3
49799424,3
49799575,3
49799198,3
8342,3
76316054,3
2914547,3
134143123,3
12867,3
135398735,3
127048212,3
127052354,3
16111879,3
127034016,3
5282138,3
127052009,3
23674746,2
10747635,2
127033136,2
441612,2
83648,2
75194,2
54682461,2
63047,2
92873,2
71386,2
10935,2
118712623,2
9873339,2
76312388,2
28620,2
4474,2
10579719,2
400769,2
49799204,2
55245,2
5282219,2
5281162,2
54677470,2
11802006,2
71470,2
127033135,2
6436079,2
5365976,2
135430323,2
5284580,2
49799356,2
54580,2
656667,2
441207,2
2225,2
21800,2
15284,2
10724272,2
5283349,2
118709362,2
56683599,2
6918178,2
443946,2
656630,2
16722125,2
10699880,2
49799020,2
21700,2
2724385,2
118712615,2
5280757,2
62829,2
10438260,2
5282379,2
11366,2
11442,2
44353764,2
439501,2
134130263,2
135403821,2
44559069,2
123015,2
71027,2
10795148,2
16533,2
6439420,2
118712978,2
71894,2
9940086,2
56676955,2
4507,2
63049,2
73347717,2
10794141,2
75195,2
5917788,2
10557540,2
5311051,2
10555859,2
4494,2
10675319,2
10580086,2
44353868,2
6475118,2
4499,2
44374014,2
6918155,2
54677971,2
56659799,2
54676228,2
169870,2
65948,2
9969573,2
229295,2
118712961,2
24180680,2
157917,2
5319146,2
10234,2
150762,2
22833506,2
11696279,2
44353614,2
134130101,2
10723766,2
10009264,2
54677972,2
10724271,2
49799200,1
7285157,1
54675779,1
5286125,1
73212376,1
56946814,1
56665080,1
5288382,1
2941456,1
1733114,1
10667,1
5761037,1
73355482,1
44572992,1
5964892,1
73212374,1
638015,1
135446674,1
11592194,1
5440602,1
45273302,1
3095209,1
5292428,1
2308263,1
16560,1
792841,1
56945409,1
5311217,1
73212284,1
12173922,1
73212524,1
73212526,1
5718810,1
73212528,1
44423797,1
1976951,1
2040440,1
2275963,1
73212282,1
5405325,1
44378209,1
27423,1
44572996,1
3150764,1
73212448,1
73212450,1
73212452,1
2857931,1
73212454,1
6535755,1
52947899,1
17318,1
2538305,1
2771871,1
5775404,1
5727130,1
5410864,1
56666697,1
15487888,1
73212286,1
14743,1
56670116,1
900249,1
56665081,1
404242,1
5733704,1
3083512,1
56945506,1
134130550,1
3113867,1
76311444,1
22332423,1
3781599,1
1549319,1
12909236,1
71560404,1
54676540,1
56683598,1
56683600,1
11834461,1
3841172,1
11285653,1
879782,1
7515130,1
56945408,1
111253,1
71699611,1
73212375,1
72068,1
2903301,1
7072146,1
11696536,1
65953,1
12713,1
3111378,1
73212371,1
73212373,1
73212377,1
1206896,1
127048210,1
576026,1
56945180,1
56945182,1
73212449,1
73212453,1
71414,1
73212525,1
73212527,1
45268154,1
9907412,1
24861944,1
14161,1
929418,1
5680788,1
135474890,1
16051930,1
442084,1
1922517,1
16158,1
5785387,1
1572680,1
56680274,1
24861946,1
73350996,1
11376469,1
56659798,1
1924960,1
6918296,1
56670115,1
4006,1
5766263,1
1967,1
72705647,1
72705645,1
44316261,1
71583323,1
49831174,1
798024,1
6505803,1
73346392,1
56673633,1
2315667,1
2858410,1
136224198,1
5440971,1
73213397,1
73213399,1
1734123,1
73213453,1
73213455,1
73213457,1
3333,1
443943,1
839240,1
16195154,1
119171,1
73212287,1
73212285,1
134131211,1
122187199,1
5735888,1
73213398,1
73213400,1
443868,1
5344735,1
45270524,1
135439872,1
2870785,1
73213452,1
16412261,1
73213454,1
73213458,1
52944403,1
53665,1
13166118,1
1971752,1
443958,1
839237,1
134131279,1
44428689,1
12909232,1
54685047,1
13662,1
16745642,1
3034285,1
5373105,1
4295869,1
24861891,1
71560405,1
2190555,1
134130911,1
24861947,1
49831173,1
5702746,1
2295058,1
56673562,1
24861989,1
24861993,1
16745770,1
5377323,1
21826,1
16760153,1
71583322,1
72705646,1
73212283,1
134131142,1
136249361,1
114749,1
2273904,1
44378208,1
44572791,1
56946813,1
56946815,1
7266447,1
49799355,1
6912226,1
929419,1
10254592,1
44378386,1
73349430,1
44572989,1
44572993,1
44572995,1
44572997,1
56678764,1
73212281,1
56945284,1
76318680,1
4055,1
127051704,1
6145722,1
44371657,1
16193234,1
798423,1
798427,1
135403330,1
127049539,1
56680275,1
56659797,1
1711973,1
5994,1
127051642,1
5324673,1
10114,1
16195459,1
81811,1
5318627,1
755636,1
127051702,1
83975,1
