PUBCHEM_SID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
160747100,Inactive,0
160747101,Inactive,0
160747102,Inactive,0
160747103,Inactive,0
160747104,Inactive,0
160747105,Inactive,0
160747106,Active,100
160747107,Inactive,0
160747108,Inactive,0
160747109,Inactive,0
160747110,Active,100
160747111,Inactive,0
160747112,Inactive,0
160747113,Inactive,0
160747114,Inactive,0
160747115,Inactive,0
160747116,Active,100
160747117,Inactive,0
160747118,Inactive,0
160747119,Inactive,0
160747120,Inactive,0
160747121,Inactive,0
160747122,Inactive,0
160747123,Active,100
160747124,Inactive,0
160747125,Inactive,0
160747126,Inactive,0
160747127,Inactive,0
160747128,Inactive,0
160747129,Inactive,0
160747130,Inactive,0
160747131,Inactive,0
160747132,Inactive,0
160747133,Inactive,0
160747134,Inactive,0
160747135,Inactive,0
160747136,Active,100
160747137,Inactive,0
160747138,Inactive,0
160747139,Inactive,0
160747140,Inactive,0
160747141,Inactive,0
160747142,Inactive,0
160747143,Inactive,0
160747144,Inactive,0
160747145,Active,100
160747146,Active,100
160747147,Inactive,0
160747148,Inactive,0
160747149,Active,100
160747150,Inactive,0
160747151,Inactive,0
160747152,Inactive,0
160747153,Inactive,0
160747154,Inactive,0
160747155,Inactive,0
160747156,Inactive,0
160747157,Active,100
160747158,Inactive,0
160747159,Inactive,0
160747160,Active,100
160747161,Active,100
160747162,Inactive,0
160747163,Inactive,0
160747164,Inactive,0
160747165,Inactive,0
160747166,Inactive,0
160747167,Inactive,0
160747168,Inactive,0
160747169,Inactive,0
160747170,Inactive,0
160747171,Inactive,0
160747172,Inactive,0
160747173,Active,100
160747174,Inactive,0
160747175,Inactive,0
160747176,Inactive,0
160747177,Inactive,0
160747178,Inactive,0
160747179,Inactive,0
160747180,Inactive,0
160747181,Inactive,0
160747182,Inactive,0
160747183,Inactive,0
160747184,Inactive,0
160747185,Inactive,0
160747186,Inactive,0
160747187,Inactive,0
160747188,Inactive,0
160747189,Active,100
160747190,Inactive,0
160747191,Inactive,0
160747192,Inactive,0
160747193,Inactive,0
160747194,Inactive,0
160747195,Inactive,0
160747196,Inactive,0
160747197,Inactive,0
160747198,Inactive,0
160747199,Inactive,0
160747200,Inactive,0
160747201,Inactive,0
160747202,Inactive,0
160747203,Inactive,0
160747204,Inactive,0
160747205,Inactive,0
160747206,Inactive,0
160747207,Inactive,0
160747208,Inactive,0
160747209,Inactive,0
160747210,Inactive,0
160747211,Inactive,0
160747212,Inactive,0
160747213,Inactive,0
160747214,Inactive,0
160747215,Inactive,0
160747216,Inactive,0
160747217,Inactive,0
160747218,Inactive,0
160747219,Inactive,0
160747220,Inactive,0
160747221,Inactive,0
160747222,Inactive,0
160747223,Inactive,0
160747224,Inactive,0
160747225,Inactive,0
160747226,Active,100
160747227,Inactive,0
160747228,Active,100
160747229,Active,100
160747230,Inactive,0
160747231,Inactive,0
160747232,Inactive,0
160747233,Inactive,0
160747234,Inactive,0
160747235,Inactive,0
160747236,Inactive,0
160747237,Inactive,0
160747238,Inactive,0
160747239,Inactive,0
160747240,Active,100
160747241,Inactive,0
160747242,Inactive,0
160747243,Inactive,0
160747244,Inactive,0
160747245,Inactive,0
160747246,Active,100
160747247,Inactive,0
160747248,Active,100
160747249,Inactive,0
160747250,Inactive,0
160747251,Inactive,0
160747252,Inactive,0
160747253,Inactive,0
160747254,Inactive,0
160747255,Inactive,0
160747256,Inactive,0
160747257,Inactive,0
160747258,Inactive,0
160747259,Inactive,0
160747260,Inactive,0
160747261,Inactive,0
160747262,Inactive,0
160747263,Inactive,0
160747264,Inactive,0
160747265,Inactive,0
160747266,Inactive,0
160747267,Inactive,0
160747268,Inactive,0
160747269,Inactive,0
160747270,Inactive,0
160747271,Inactive,0
160747272,Inactive,0
160747273,Active,100
160747274,Inactive,0
160747275,Inactive,0
160747276,Inactive,0
160747277,Active,100
160747278,Active,100
160747279,Inactive,0
160747280,Inactive,0
160747281,Inactive,0
160747282,Inactive,0
160747283,Inactive,0
160747284,Inactive,0
160747285,Active,100
160747286,Inactive,0
160747287,Inactive,0
160747288,Inactive,0
160747289,Inactive,0
160747290,Inactive,0
160747291,Inactive,0
160747292,Inactive,0
160747293,Inactive,0
160747294,Inactive,0
160747295,Inactive,0
160747296,Inactive,0
160747297,Active,100
160747298,Inactive,0
160747299,Inactive,0
160747300,Inactive,0
160747301,Inactive,0
160747302,Active,100
160747303,Active,100
160747304,Inactive,0
160747305,Inactive,0
160747306,Inactive,0
160747307,Inactive,0
160747308,Active,100
160747309,Inactive,0
160747310,Inactive,0
160747311,Inactive,0
160747312,Inactive,0
160747313,Active,100
160747314,Inactive,0
160747315,Inactive,0
160747316,Inactive,0
160747317,Inactive,0
160747318,Active,100
160747319,Inactive,0
160747320,Inactive,0
160747321,Inactive,0
160747322,Inactive,0
160747323,Inactive,0
160747324,Inactive,0
160747325,Inactive,0
160747326,Inactive,0
160747327,Inactive,0
160747328,Inactive,0
160747329,Inactive,0
160747330,Inactive,0
160747331,Inactive,0
160747332,Active,100
160747333,Inactive,0
160747334,Inactive,0
160747335,Inactive,0
160747336,Inactive,0
160747337,Inactive,0
160747338,Inactive,0
160747339,Inactive,0
160747340,Inactive,0
160747341,Inactive,0
160747342,Inactive,0
160747343,Inactive,0
160747344,Inactive,0
160747345,Active,100
160747346,Inactive,0
160747347,Inactive,0
160747348,Inactive,0
160747349,Active,100
160747350,Inactive,0
160747351,Inactive,0
160747352,Inactive,0
160747353,Inactive,0
160747354,Inactive,0
160747355,Inactive,0
160747356,Inactive,0
160747357,Inactive,0
160747358,Inactive,0
160747359,Inactive,0
160747360,Inactive,0
160747361,Inactive,0
160747362,Inactive,0
160747363,Inactive,0
160747364,Inactive,0
160747365,Inactive,0
160747366,Inactive,0
160747367,Active,100
160747368,Inactive,0
160747369,Inactive,0
160747370,Inactive,0
160747371,Active,100
160747372,Inactive,0
160747373,Inactive,0
160747374,Active,100
160747375,Active,100
160747376,Inactive,0
160747377,Inactive,0
160747378,Active,100
160747379,Inactive,0
160747380,Inactive,0
160747381,Inactive,0
160747382,Inactive,0
160747383,Inactive,0
160747384,Inactive,0
160747385,Inactive,0
160747386,Active,100
160747387,Inactive,0
160747388,Inactive,0
160747389,Inactive,0
160747390,Inactive,0
160747391,Inactive,0
160747392,Active,100
160747393,Inactive,0
160747394,Inactive,0
160747395,Active,100
160747396,Active,100
160747397,Active,100
160747398,Inactive,0
160747399,Inactive,0
160747400,Inactive,0
160747401,Inactive,0
160747402,Inactive,0
160747403,Inactive,0
160747404,Active,100
160747405,Inactive,0
160747406,Inactive,0
160747407,Inactive,0
160747408,Inactive,0
160747409,Inactive,0
160747410,Active,100
160747411,Inactive,0
160747412,Active,100
160747413,Inactive,0
160747414,Inactive,0
160747415,Inactive,0
160747416,Inactive,0
160747417,Inactive,0
160747418,Inactive,0
160747419,Inactive,0
160747420,Inactive,0
160747421,Inactive,0
160747422,Inactive,0
160747423,Inactive,0
160747424,Inactive,0
160747425,Inactive,0
160747426,Inactive,0
160747427,Inactive,0
160747428,Inactive,0
160747429,Inactive,0
160747430,Inactive,0
160747431,Inactive,0
160747432,Inactive,0
160747433,Active,100
160747434,Inactive,0
160747435,Inactive,0
160747436,Inactive,0
160747437,Inactive,0
160747438,Inactive,0
160747439,Inactive,0
160747440,Inactive,0
160747441,Inactive,0
160747442,Inactive,0
160747443,Inactive,0
160747444,Inactive,0
160747445,Active,100
160747446,Inactive,0
160747447,Inactive,0
160747448,Inactive,0
160747449,Active,100
160747450,Active,100
160747451,Inactive,0
160747452,Inactive,0
160747453,Active,100
160747454,Inactive,0
160747455,Inactive,0
160747456,Inactive,0
160747457,Inactive,0
160747458,Inactive,0
160747459,Inactive,0
160747460,Inactive,0
160747461,Inactive,0
160747462,Active,100
160747463,Inactive,0
160747464,Inactive,0
160747465,Inactive,0
160747466,Inactive,0
160747467,Inactive,0
160747468,Active,100
160747469,Inactive,0
160747470,Active,100
160747471,Inactive,0
160747472,Inactive,0
160747473,Active,100
160747474,Inactive,0
160747475,Inactive,0
160747476,Inactive,0
160747477,Inactive,0
160747478,Inactive,0
160747479,Inactive,0
160747480,Inactive,0
160747481,Inactive,0
160747482,Inactive,0
160747483,Inactive,0
160747484,Inactive,0
160747485,Inactive,0
160747486,Inactive,0
160747487,Inactive,0
160747488,Inactive,0
160747489,Inactive,0
160747490,Inactive,0
160747491,Inactive,0
160747492,Inactive,0
160747493,Active,100
160747494,Active,100
160747495,Inactive,0
160747496,Inactive,0
160747497,Inactive,0
160747498,Inactive,0
160747499,Inactive,0
160747500,Inactive,0
160747501,Inactive,0
160747502,Inactive,0
160747503,Inactive,0
160747504,Inactive,0
160747505,Inactive,0
160747506,Inactive,0
160747507,Inactive,0
160747508,Inactive,0
160747509,Inactive,0
160747510,Inactive,0
160747511,Inactive,0
160747512,Inactive,0
160747513,Inactive,0
160747514,Inactive,0
160747515,Inactive,0
160747516,Inactive,0
160747517,Inactive,0
160747518,Inactive,0
160747519,Inactive,0
160747520,Inactive,0
160747521,Active,100
160747522,Inactive,0
160747523,Inactive,0
160747524,Inactive,0
160747525,Inactive,0
160747526,Inactive,0
160747527,Inactive,0
160747528,Inactive,0
160747529,Inactive,0
160747530,Inactive,0
160747531,Inactive,0
160747532,Inactive,0
160747533,Inactive,0
160747534,Inactive,0
160747535,Inactive,0
160747536,Inactive,0
160747537,Inactive,0
160747538,Inactive,0
160747539,Inactive,0
160747540,Inactive,0
160747541,Inactive,0
160747542,Active,100
160747543,Inactive,0
160747544,Inactive,0
160747545,Inactive,0
160747546,Inactive,0
160747547,Inactive,0
160747548,Inactive,0
160747549,Inactive,0
160747550,Inactive,0
160747551,Inactive,0
160747552,Inactive,0
160747553,Inactive,0
160747554,Active,100
160747555,Inactive,0
160747556,Inactive,0
160747557,Inactive,0
160747558,Inactive,0
160747559,Inactive,0
160747560,Inactive,0
160747561,Active,100
160747562,Active,100
160747563,Inactive,0
160747564,Inactive,0
160747565,Active,100
160747566,Inactive,0
160747567,Inactive,0
160747568,Active,100
160747569,Active,100
160747570,Active,100
160747571,Inactive,0
160747572,Inactive,0
160747573,Inactive,0
160747574,Inactive,0
160747575,Inactive,0
160747576,Inactive,0
160747577,Inactive,0
160747578,Inactive,0
160747579,Inactive,0
160747580,Inactive,0
160747581,Inactive,0
160747582,Inactive,0
160747583,Inactive,0
160747584,Inactive,0
160747585,Inactive,0
160747586,Inactive,0
160747587,Inactive,0
160747588,Inactive,0
160747589,Inactive,0
160747590,Inactive,0
160747591,Active,100
160747592,Inactive,0
160747593,Inactive,0
160747594,Inactive,0
160747595,Active,100
160747596,Inactive,0
160747597,Inactive,0
160747598,Inactive,0
160747599,Inactive,0
160747600,Inactive,0
160747601,Inactive,0
160747602,Inactive,0
160747603,Inactive,0
160747604,Inactive,0
160747605,Inactive,0
160747606,Active,100
160747607,Inactive,0
160747608,Inactive,0
160747609,Inactive,0
160747610,Inactive,0
160747611,Inactive,0
160747612,Inactive,0
160747613,Inactive,0
160747614,Inactive,0
160747615,Inactive,0
160747616,Inactive,0
160747617,Inactive,0
160747618,Inactive,0
160747619,Inactive,0
160747620,Inactive,0
160747621,Inactive,0
160747622,Inactive,0
160747623,Inactive,0
160747624,Inactive,0
160747625,Inactive,0
160747626,Inactive,0
160747627,Inactive,0
160747628,Inactive,0
160747629,Inactive,0
160747630,Active,100
160747631,Inactive,0
160747632,Inactive,0
160747633,Inactive,0
160747634,Active,100
160747635,Inactive,0
160747636,Inactive,0
160747637,Inactive,0
160747638,Inactive,0
160747639,Inactive,0
160747640,Inactive,0
160747641,Inactive,0
160747642,Inactive,0
160747643,Inactive,0
160747644,Inactive,0
160747645,Inactive,0
160747646,Inactive,0
160747647,Inactive,0
160747648,Active,100
160747649,Inactive,0
160747650,Inactive,0
160747651,Inactive,0
160747652,Active,100
160747653,Inactive,0
160747654,Inactive,0
160747655,Inactive,0
160747656,Inactive,0
160747657,Inactive,0
160747658,Active,100
160747659,Active,100
160747660,Inactive,0
160747661,Inactive,0
160747662,Active,100
160747663,Inactive,0
160747664,Inactive,0
160747665,Inactive,0
160747666,Inactive,0
160747667,Inactive,0
160747668,Inactive,0
160747669,Inactive,0
160747670,Inactive,0
160747671,Active,100
160747672,Inactive,0
160747673,Inactive,0
160747674,Inactive,0
160747675,Inactive,0
160747676,Inactive,0
160747677,Inactive,0
160747678,Inactive,0
160747679,Inactive,0
160747680,Inactive,0
160747681,Inactive,0
160747682,Inactive,0
160747683,Inactive,0
160747684,Active,100
160747685,Inactive,0
160747686,Inactive,0
160747687,Inactive,0
160747688,Inactive,0
160747689,Inactive,0
160747690,Inactive,0
160747691,Inactive,0
160747692,Inactive,0
160747693,Inactive,0
160747694,Inactive,0
160747695,Inactive,0
160747696,Inactive,0
160747697,Inactive,0
160747698,Inactive,0
160747699,Inactive,0
160747700,Inactive,0
160747701,Inactive,0
160747702,Inactive,0
160747703,Inactive,0
160747704,Inactive,0
160747705,Inactive,0
160747706,Inactive,0
160747707,Inactive,0
160747708,Inactive,0
160747709,Inactive,0
160747710,Inactive,0
160747711,Active,100
160747712,Inactive,0
160747713,Inactive,0
160747714,Inactive,0
160747715,Inactive,0
160747716,Inactive,0
160747717,Inactive,0
160747718,Active,100
160747719,Inactive,0
160747720,Inactive,0
160747721,Active,100
160747722,Inactive,0
160747723,Inactive,0
160747724,Inactive,0
160747725,Inactive,0
160747726,Inactive,0
160747727,Inactive,0
160747728,Inactive,0
160747729,Inactive,0
160747730,Inactive,0
160747731,Inactive,0
160747732,Inactive,0
160747733,Active,100
160747734,Inactive,0
160747735,Inactive,0
160747736,Inactive,0
160747737,Inactive,0
160747738,Inactive,0
160747739,Inactive,0
160747740,Inactive,0
160747741,Inactive,0
160747742,Inactive,0
160747743,Inactive,0
160747744,Active,100
160747745,Inactive,0
160747746,Inactive,0
160747747,Inactive,0
160747748,Inactive,0
160747749,Inactive,0
160747750,Inactive,0
160747751,Inactive,0
160747752,Inactive,0
160747753,Active,100
160747754,Inactive,0
160747755,Inactive,0
160747756,Inactive,0
160747757,Inactive,0
160747758,Inactive,0
160747759,Inactive,0
160747760,Inactive,0
160747761,Inactive,0
160747762,Active,100
160747763,Active,100
160747764,Inactive,0
160747765,Inactive,0
160747766,Inactive,0
160747767,Active,100
160747768,Inactive,0
160747769,Inactive,0
160747770,Active,100
160747771,Inactive,0
160747772,Inactive,0
160747773,Inactive,0
160747774,Active,100
160747775,Inactive,0
160747776,Inactive,0
160747777,Active,100
160747778,Active,100
160747779,Inactive,0
160747780,Active,100
160747781,Inactive,0
160747782,Inactive,0
160747783,Inactive,0
160747784,Inactive,0
160747785,Inactive,0
160747786,Inactive,0
160747787,Inactive,0
160747788,Inactive,0
160747789,Inactive,0
160747790,Inactive,0
160747791,Inactive,0
160747792,Inactive,0
160747793,Inactive,0
160747794,Inactive,0
160747795,Active,100
160747796,Inactive,0
160747797,Inactive,0
160747798,Active,100
160747799,Inactive,0
160747800,Inactive,0
160747801,Active,100
160747802,Inactive,0
160747803,Inactive,0
160747804,Inactive,0
160747805,Inactive,0
160747806,Inactive,0
160747807,Inactive,0
160747808,Inactive,0
160747809,Inactive,0
160747810,Inactive,0
160747811,Inactive,0
160747812,Inactive,0
160747813,Inactive,0
160747814,Inactive,0
160747815,Inactive,0
160747816,Inactive,0
160747817,Inactive,0
160747818,Inactive,0
160747819,Inactive,0
160747820,Inactive,0
160747821,Inactive,0
160747822,Inactive,0
160747823,Inactive,0
160747824,Active,100
160747825,Inactive,0
160747826,Inactive,0
160747827,Inactive,0
160747828,Inactive,0
160747829,Inactive,0
160747830,Inactive,0
160747831,Inactive,0
160747832,Inactive,0
160747833,Inactive,0
160747834,Inactive,0
160747835,Inactive,0
160747836,Inactive,0
160747837,Inactive,0
160747838,Active,100
160747839,Inactive,0
160747840,Inactive,0
160747841,Inactive,0
160747842,Inactive,0
160747843,Inactive,0
160747844,Inactive,0
160747845,Inactive,0
160747846,Active,100
160747847,Inactive,0
160747848,Inactive,0
160747849,Inactive,0
160747850,Inactive,0
160747851,Inactive,0
160747852,Inactive,0
160747853,Inactive,0
160747854,Inactive,0
160747855,Inactive,0
160747856,Inactive,0
160747857,Inactive,0
160747858,Inactive,0
160747859,Inactive,0
160747860,Inactive,0
160747861,Inactive,0
160747862,Inactive,0
160747863,Inactive,0
160747864,Inactive,0
160747865,Inactive,0
160747866,Inactive,0
160747867,Active,100
160747868,Inactive,0
160747869,Inactive,0
160747870,Inactive,0
160747871,Active,100
160747872,Inactive,0
160747873,Inactive,0
160747874,Active,100
160747875,Active,100
160747876,Inactive,0
160747877,Inactive,0
160747878,Inactive,0
160747879,Inactive,0
160747880,Inactive,0
160747881,Inactive,0
160747882,Inactive,0
160747883,Inactive,0
160747884,Active,100
160747885,Inactive,0
160747886,Active,100
160747887,Inactive,0
160747888,Inactive,0
160747889,Inactive,0
160747890,Inactive,0
160747891,Inactive,0
160747892,Inactive,0
160747893,Inactive,0
160747894,Inactive,0
160747895,Inactive,0
160747896,Inactive,0
160747897,Inactive,0
160747898,Inactive,0
160747899,Active,100
160747900,Inactive,0
160747901,Inactive,0
160747902,Inactive,0
160747903,Active,100
160747904,Inactive,0
160747905,Inactive,0
160747906,Inactive,0
160747907,Inactive,0
160747908,Inactive,0
160747909,Inactive,0
160747910,Inactive,0
160747911,Inactive,0
160747912,Inactive,0
160747913,Inactive,0
160747914,Inactive,0
160747915,Inactive,0
160747916,Inactive,0
160747917,Inactive,0
160747918,Inactive,0
160747919,Inactive,0
160747920,Inactive,0
160747921,Active,100
160747922,Inactive,0
160747923,Inactive,0
160747924,Inactive,0
160747925,Active,100
160747926,Active,100
160747927,Inactive,0
160747928,Inactive,0
160747929,Inactive,0
160747930,Inactive,0
160747931,Inactive,0
160747932,Inactive,0
160747933,Inactive,0
160747934,Inactive,0
160747935,Inactive,0
160747936,Inactive,0
160747937,Inactive,0
160747938,Inactive,0
160747939,Active,100
160747940,Inactive,0
160747941,Inactive,0
160747942,Inactive,0
160747943,Inactive,0
160747944,Inactive,0
160747945,Active,100
160747946,Inactive,0
160747947,Inactive,0
160747948,Inactive,0
160747949,Inactive,0
160747950,Inactive,0
160747951,Inactive,0
160747952,Inactive,0
160747953,Inactive,0
160747954,Inactive,0
160747955,Inactive,0
160747956,Inactive,0
160747957,Inactive,0
160747958,Inactive,0
160747959,Inactive,0
160747960,Inactive,0
160747961,Inactive,0
160747962,Inactive,0
160747963,Inactive,0
160747964,Active,100
160747965,Inactive,0
160747966,Inactive,0
160747967,Active,100
160747968,Inactive,0
160747969,Inactive,0
160747970,Inactive,0
160747971,Inactive,0
160747972,Inactive,0
160747973,Active,100
160747974,Inactive,0
160747975,Inactive,0
160747976,Inactive,0
160747977,Inactive,0
160747978,Inactive,0
160747979,Inactive,0
160747980,Inactive,0
160747981,Inactive,0
160747982,Inactive,0
160747983,Inactive,0
160747984,Inactive,0
160747985,Inactive,0
160747986,Inactive,0
160747987,Active,100
160747988,Inactive,0
160747989,Active,100
160747990,Inactive,0
160747991,Active,100
160747992,Inactive,0
160747993,Inactive,0
160747994,Inactive,0
160747995,Inactive,0
160747996,Inactive,0
160747997,Active,100
160747998,Inactive,0
160747999,Inactive,0
160748000,Inactive,0
160748001,Inactive,0
160748002,Active,100
160748003,Inactive,0
160748004,Inactive,0
160748005,Inactive,0
160748006,Inactive,0
160748007,Inactive,0
160748008,Inactive,0
160748009,Active,100
160748010,Inactive,0
160748011,Inactive,0
160748012,Inactive,0
160748013,Inactive,0
160748014,Inactive,0
160748015,Inactive,0
160748016,Inactive,0
160748017,Active,100
160748018,Inactive,0
160748019,Inactive,0
160748020,Inactive,0
160748021,Inactive,0
160748022,Inactive,0
160748023,Inactive,0
160748024,Inactive,0
160748025,Inactive,0
160748026,Inactive,0
160748027,Inactive,0
160748028,Active,100
160748029,Inactive,0
160748030,Inactive,0
160748031,Inactive,0
160748032,Inactive,0
160748033,Active,100
160748034,Inactive,0
160748035,Inactive,0
160748036,Inactive,0
160748037,Inactive,0
160748038,Inactive,0
160748039,Inactive,0
160748040,Inactive,0
160748041,Inactive,0
160748042,Inactive,0
160748043,Inactive,0
160748044,Active,100
160748045,Inactive,0
160748046,Inactive,0
160748047,Inactive,0
160748048,Inactive,0
160748049,Inactive,0
160748050,Inactive,0
160748051,Inactive,0
160748052,Inactive,0
160748053,Inactive,0
160748054,Inactive,0
160748055,Inactive,0
160748056,Inactive,0
160748057,Inactive,0
160748058,Inactive,0
160748059,Inactive,0
160748060,Inactive,0
160748061,Active,100
160748062,Inactive,0
160748063,Active,100
160748064,Inactive,0
160748065,Inactive,0
160748066,Inactive,0
160748067,Inactive,0
160748068,Inactive,0
160748069,Inactive,0
160748070,Inactive,0
160748071,Inactive,0
160748072,Inactive,0
160748073,Inactive,0
160748074,Inactive,0
160748075,Active,100
160748076,Inactive,0
160748077,Inactive,0
160748078,Inactive,0
160748079,Inactive,0
160748080,Active,100
160748081,Inactive,0
160748082,Inactive,0
160748083,Inactive,0
160748084,Active,100
160748085,Inactive,0
160748086,Inactive,0
160748087,Inactive,0
160748088,Active,100
160748089,Inactive,0
160748090,Inactive,0
160748091,Inactive,0
160748092,Inactive,0
160748093,Inactive,0
160748094,Inactive,0
160748095,Inactive,0
160748096,Inactive,0
160748097,Inactive,0
160748098,Inactive,0
160748099,Inactive,0
160748100,Inactive,0
160748101,Active,100
160748102,Active,100
160748103,Inactive,0
160748104,Active,100
160748105,Active,100
160748106,Inactive,0
160748107,Inactive,0
160748108,Inactive,0
160748109,Inactive,0
160748110,Active,100
160748111,Inactive,0
160748112,Inactive,0
160748113,Inactive,0
160748114,Inactive,0
160748115,Inactive,0
160748116,Active,100
160748117,Inactive,0
160748118,Inactive,0
160748119,Inactive,0
160748120,Inactive,0
160748121,Inactive,0
160748122,Inactive,0
160748123,Inactive,0
160748124,Inactive,0
160748125,Inactive,0
160748126,Inactive,0
160748127,Inactive,0
160748128,Inactive,0
160748129,Active,100
160748130,Inactive,0
160748131,Active,100
160748132,Inactive,0
160748133,Inactive,0
160748134,Inactive,0
160748135,Inactive,0
160748136,Inactive,0
160748137,Inactive,0
160748138,Active,100
160748139,Active,100
160748140,Inactive,0
160748141,Inactive,0
160748142,Inactive,0
160748143,Active,100
160748144,Inactive,0
160748145,Inactive,0
160748146,Inactive,0
160748147,Inactive,0
160748148,Active,100
160748149,Inactive,0
160748150,Inactive,0
160748151,Active,100
160748152,Inactive,0
160748153,Inactive,0
160748154,Active,100
160748155,Active,100
160748156,Inactive,0
160748157,Inactive,0
160748158,Inactive,0
160748159,Active,100
160748160,Inactive,0
160748161,Inactive,0
160748162,Inactive,0
160748163,Inactive,0
160748164,Inactive,0
160748165,Inactive,0
160748166,Inactive,0
160748167,Inactive,0
160748168,Inactive,0
160748169,Inactive,0
160748170,Inactive,0
160748171,Active,100
160748172,Active,100
160748173,Inactive,0
160748174,Inactive,0
160748175,Inactive,0
160748176,Inactive,0
160748177,Inactive,0
160748178,Inactive,0
160748179,Inactive,0
160748180,Inactive,0
160748181,Inactive,0
160748182,Inactive,0
160748183,Inactive,0
160748184,Inactive,0
160748185,Inactive,0
160748186,Inactive,0
160748187,Inactive,0
160748188,Inactive,0
160748189,Inactive,0
160748190,Inactive,0
160748191,Inactive,0
160748192,Active,100
160748193,Inactive,0
160748194,Active,100
160748195,Inactive,0
160748196,Inactive,0
160748197,Active,100
160748198,Inactive,0
160748199,Inactive,0
160748200,Inactive,0
160748201,Inactive,0
160748202,Inactive,0
160748203,Active,100
160748204,Inactive,0
160748205,Inactive,0
160748206,Inactive,0
160748207,Active,100
160748208,Inactive,0
160748209,Active,100
160748210,Active,100
160748211,Inactive,0
160748212,Inactive,0
160748213,Inactive,0
160748214,Inactive,0
160748215,Inactive,0
160748216,Inactive,0
160748217,Active,100
160748218,Active,100
160748219,Active,100
160748220,Inactive,0
160748221,Inactive,0
160748222,Active,100
160748223,Inactive,0
160748224,Inactive,0
160748225,Inactive,0
160748226,Inactive,0
160748227,Inactive,0
160748228,Active,100
160748229,Inactive,0
160748230,Inactive,0
160748231,Active,100
160748232,Inactive,0
160748233,Inactive,0
160748234,Inactive,0
160748235,Inactive,0
160748236,Active,100
160748237,Inactive,0
160748238,Inactive,0
160748239,Active,100
160748240,Inactive,0
160748241,Inactive,0
160748242,Active,100
160748243,Inactive,0
160748244,Inactive,0
160748245,Inactive,0
160748246,Active,100
160748247,Active,100
160748248,Active,100
160748249,Inactive,0
160748250,Active,100
160748251,Inactive,0
160748252,Inactive,0
160748253,Inactive,0
160748254,Inactive,0
160748255,Inactive,0
160748256,Inactive,0
160748257,Inactive,0
160748258,Inactive,0
160748259,Inactive,0
160748260,Inactive,0
160748261,Inactive,0
160748262,Inactive,0
160748263,Inactive,0
160748264,Inactive,0
160748265,Inactive,0
160748266,Inactive,0
160748267,Inactive,0
160748268,Inactive,0
160748269,Inactive,0
160748270,Inactive,0
160748271,Inactive,0
160748272,Active,100
160748273,Active,100
160748274,Inactive,0
160748275,Inactive,0
160748276,Inactive,0
160748277,Inactive,0
160748278,Inactive,0
160748279,Inactive,0
160748280,Inactive,0
160748281,Inactive,0
160748282,Inactive,0
160748283,Inactive,0
160748284,Active,100
160748285,Inactive,0
160748286,Inactive,0
160748287,Inactive,0
160748288,Inactive,0
160748289,Inactive,0
160748290,Inactive,0
160748291,Inactive,0
160748292,Inactive,0
160748293,Inactive,0
160748294,Inactive,0
160748295,Active,100
160748296,Inactive,0
160748297,Inactive,0
160748298,Inactive,0
160748299,Inactive,0
160748300,Active,100
160748301,Inactive,0
160748302,Inactive,0
160748303,Inactive,0
160748304,Inactive,0
160748305,Inactive,0
160748306,Inactive,0
160748307,Inactive,0
160748308,Active,100
160748309,Active,100
160748310,Active,100
160748311,Active,100
160748312,Inactive,0
160748313,Inactive,0
160748314,Inactive,0
160748315,Inactive,0
160748316,Inactive,0
160748317,Inactive,0
160748318,Inactive,0
160748319,Inactive,0
160748320,Inactive,0
160748321,Inactive,0
160748322,Inactive,0
160748323,Inactive,0
160748324,Active,100
160748325,Inactive,0
160748326,Inactive,0
160748327,Inactive,0
160748328,Inactive,0
160748329,Inactive,0
160748330,Inactive,0
160748331,Inactive,0
160748332,Inactive,0
160748333,Inactive,0
160748334,Inactive,0
160748335,Inactive,0
160748336,Inactive,0
160748337,Inactive,0
160748338,Inactive,0
160748339,Inactive,0
160748340,Inactive,0
160748341,Inactive,0
160748342,Inactive,0
160748343,Inactive,0
160748344,Inactive,0
160748345,Inactive,0
160748346,Inactive,0
160748347,Inactive,0
160748348,Inactive,0
160748349,Inactive,0
160748350,Inactive,0
160748351,Inactive,0
160748352,Inactive,0
160748353,Inactive,0
160748354,Inactive,0
160748355,Inactive,0
160748356,Inactive,0
160748357,Inactive,0
160748358,Inactive,0
160748359,Inactive,0
160748360,Inactive,0
160748361,Inactive,0
160748362,Active,100
160748363,Inactive,0
160748364,Inactive,0
160748365,Inactive,0
160748366,Inactive,0
160748367,Inactive,0
160748368,Inactive,0
160748369,Inactive,0
160748370,Inactive,0
160748371,Inactive,0
160748372,Inactive,0
160748373,Inactive,0
160748374,Inactive,0
160748375,Inactive,0
160748376,Inactive,0
160748377,Inactive,0
160748378,Inactive,0
160748379,Inactive,0
160748380,Active,100
160748381,Inactive,0
160748382,Inactive,0
160748383,Inactive,0
160748384,Inactive,0
160748385,Inactive,0
160748386,Active,100
160748387,Inactive,0
160748388,Inactive,0
160748389,Active,100
160748390,Inactive,0
160748391,Active,100
160748392,Active,100
160748393,Active,100
160748394,Inactive,0
160748395,Inactive,0
160748396,Inactive,0
160748397,Inactive,0
160748398,Inactive,0
160748399,Inactive,0
160748400,Inactive,0
