PUBCHEM_SID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
134317204,Inactive,0
134317206,Inactive,0
134317208,Inactive,0
134317209,Inactive,0
134317212,Inactive,0
134317214,Inactive,0
134317215,Active,100
134317217,Inactive,0
134317219,Inactive,0
134317221,Inactive,0
134317222,Active,100
134317224,Inactive,0
134317231,Inactive,0
134317232,Inactive,0
134317233,Inactive,0
134317237,Inactive,0
134317242,Inactive,0
134317244,Inactive,0
134317245,Inactive,0
134317248,Inactive,0
134317249,Inactive,0
134317250,Inactive,0
134317252,Inactive,0
134317255,Inactive,0
134317259,Inactive,0
134317260,Inactive,0
134317261,Inactive,0
134317263,Inactive,0
134317264,Inactive,0
134317266,Inactive,0
134317270,Inactive,0
134317272,Inactive,0
134317275,Inactive,0
134317281,Inactive,0
134317283,Inactive,0
134317284,Inactive,0
134317285,Inactive,0
134317289,Inactive,0
134317290,Inactive,0
134317292,Inactive,0
134317293,Active,100
134317294,Inactive,0
134317296,Inactive,0
134317300,Inactive,0
134317301,Inactive,0
134317304,Inactive,0
134317306,Inactive,0
134317310,Inactive,0
134317311,Inactive,0
134317313,Inactive,0
134317317,Inactive,0
134317322,Inactive,0
134317323,Inactive,0
134317329,Inactive,0
134317332,Inactive,0
134317333,Inactive,0
134317336,Inactive,0
134317337,Inactive,0
134317339,Inactive,0
134317341,Inactive,0
134317342,Inactive,0
134317345,Inactive,0
134317346,Inactive,0
134317348,Inactive,0
134317349,Inactive,0
134317351,Inactive,0
134317353,Inactive,0
134317355,Inactive,0
134317358,Inactive,0
134317359,Inactive,0
134317361,Inactive,0
134317362,Inactive,0
134317363,Inactive,0
134317366,Inactive,0
134317367,Inactive,0
134317368,Inactive,0
134317372,Inactive,0
134317373,Inactive,0
134317377,Inactive,0
134317378,Inactive,0
134317380,Active,100
134317381,Inactive,0
134317382,Active,100
134317384,Inactive,0
134317386,Inactive,0
134317390,Inactive,0
134317398,Inactive,0
134317399,Inactive,0
134317401,Inactive,0
134317402,Inactive,0
134317404,Inactive,0
134317405,Inactive,0
134317406,Inactive,0
134317408,Active,100
134317409,Inactive,0
134317411,Inactive,0
134317412,Inactive,0
134317413,Inactive,0
134317414,Inactive,0
134317421,Inactive,0
134317422,Inactive,0
134317425,Inactive,0
134317426,Inactive,0
134317427,Active,100
134317432,Inactive,0
134317433,Inactive,0
134317438,Inactive,0
134317442,Inactive,0
134317447,Inactive,0
134317449,Inactive,0
134317450,Inactive,0
134317453,Inactive,0
134317454,Inactive,0
134317459,Inactive,0
134317463,Active,100
134317464,Inactive,0
134317466,Inactive,0
134317467,Inactive,0
134317468,Inactive,0
134317472,Inactive,0
134317473,Inactive,0
134317474,Inactive,0
134317475,Inactive,0
134317479,Inactive,0
134317481,Inactive,0
134317483,Inactive,0
134317484,Inactive,0
134317485,Inactive,0
134317486,Inactive,0
134317488,Inactive,0
134317489,Inactive,0
134317490,Inactive,0
134317494,Inactive,0
134317495,Inactive,0
134317497,Inactive,0
134317501,Inactive,0
134317502,Inactive,0
134317503,Inactive,0
134317504,Inactive,0
134317505,Inactive,0
134317506,Inactive,0
134317508,Inactive,0
134317510,Inactive,0
134317511,Inactive,0
134317512,Inactive,0
134317513,Inactive,0
134317514,Inactive,0
134317516,Inactive,0
134317518,Inactive,0
134317519,Inactive,0
134317520,Inactive,0
134317521,Inactive,0
134317522,Inactive,0
134317523,Inactive,0
134317524,Inactive,0
134317525,Inactive,0
134317526,Inactive,0
134317530,Inactive,0
134317541,Inactive,0
134317543,Inactive,0
134317544,Inactive,0
134317547,Inactive,0
134317550,Inactive,0
134317552,Inactive,0
134317553,Inactive,0
134317554,Inactive,0
134317555,Inactive,0
134317556,Inactive,0
134317565,Inactive,0
134317568,Inactive,0
134317569,Inactive,0
134317570,Inactive,0
134317572,Inactive,0
134317574,Inactive,0
134317575,Inactive,0
134317576,Inactive,0
134317578,Inactive,0
134317579,Inactive,0
134317583,Inactive,0
134317584,Inactive,0
134317585,Inactive,0
134317588,Inactive,0
134317594,Inactive,0
134317595,Inactive,0
134317602,Inactive,0
134317603,Active,100
134317604,Inactive,0
134317606,Inactive,0
134317608,Active,100
134317611,Inactive,0
134317614,Inactive,0
134317615,Inactive,0
134317617,Inactive,0
134317619,Inactive,0
134317624,Inactive,0
134317625,Inactive,0
134317626,Inactive,0
134317627,Inactive,0
134317630,Inactive,0
134317632,Inactive,0
134317635,Inactive,0
134317637,Inactive,0
134317638,Inactive,0
134317639,Inactive,0
134317642,Inactive,0
134317644,Inactive,0
134317648,Inactive,0
134317649,Inactive,0
134317651,Inactive,0
134317655,Inactive,0
134317658,Inactive,0
134317661,Inactive,0
134317664,Inactive,0
134317665,Inactive,0
134317666,Inactive,0
134317671,Inactive,0
134317676,Inactive,0
134317681,Inactive,0
134317682,Inactive,0
134317683,Inactive,0
134317686,Inactive,0
134317689,Inactive,0
134317696,Inactive,0
134317697,Inactive,0
134317700,Inactive,0
134317701,Inactive,0
134317716,Inactive,0
134317717,Inactive,0
134317718,Active,100
134317720,Inactive,0
134317723,Inactive,0
134317727,Inactive,0
134317728,Inactive,0
134317729,Inactive,0
134317730,Inactive,0
134317731,Inactive,0
134317732,Inactive,0
134317735,Inactive,0
134317737,Inactive,0
134317738,Inactive,0
134317741,Inactive,0
134317742,Inactive,0
134317743,Inactive,0
134317744,Inactive,0
134317745,Inactive,0
134317746,Inactive,0
134317747,Inactive,0
134317748,Inactive,0
134317749,Inactive,0
134317751,Inactive,0
134317752,Inactive,0
134317753,Inactive,0
134317755,Inactive,0
134317757,Inactive,0
134317758,Inactive,0
134317759,Inactive,0
134317760,Inactive,0
134317761,Inactive,0
134317762,Inactive,0
134317764,Inactive,0
134317767,Inactive,0
134317770,Inactive,0
134317773,Inactive,0
134317775,Inactive,0
134317777,Inactive,0
134317778,Inactive,0
134317780,Inactive,0
134317783,Inactive,0
134317784,Inactive,0
134317786,Inactive,0
134317787,Inactive,0
134317788,Inactive,0
134317789,Inactive,0
134317792,Inactive,0
134317793,Inactive,0
134317794,Inactive,0
134317795,Inactive,0
134317797,Inactive,0
134317798,Inactive,0
134317799,Inactive,0
134317800,Inactive,0
134317804,Inactive,0
134317807,Inactive,0
134317808,Inactive,0
134317809,Inactive,0
134317814,Inactive,0
134317815,Inactive,0
134317816,Inactive,0
134317817,Inactive,0
134317818,Inactive,0
134317822,Inactive,0
134317827,Inactive,0
134317828,Active,100
134317830,Inactive,0
134317834,Inactive,0
134317835,Inactive,0
134317836,Inactive,0
134317837,Inactive,0
134317838,Inactive,0
134317839,Inactive,0
134317840,Inactive,0
134317841,Inactive,0
134317842,Inactive,0
134317844,Inactive,0
134317849,Inactive,0
134317852,Inactive,0
134317853,Inactive,0
134317855,Inactive,0
134317856,Inactive,0
134317858,Inactive,0
134317862,Inactive,0
134317863,Inactive,0
134317864,Inactive,0
134317865,Inactive,0
134317866,Inactive,0
134317868,Inactive,0
134317871,Inactive,0
134317873,Inactive,0
134317876,Inactive,0
134317878,Inactive,0
134317879,Inactive,0
134317881,Inactive,0
134317888,Inactive,0
134317894,Inactive,0
134317895,Inactive,0
134317900,Inactive,0
134317901,Inactive,0
134317903,Inactive,0
134317904,Inactive,0
134317905,Inactive,0
134317907,Inactive,0
134317913,Inactive,0
134317914,Inactive,0
134317915,Inactive,0
134317917,Active,100
134317922,Inactive,0
134317923,Inactive,0
134317924,Inactive,0
134317928,Inactive,0
134317929,Inactive,0
134317930,Inactive,0
134317932,Inactive,0
134317933,Inactive,0
134317939,Inactive,0
134317940,Inactive,0
134317941,Inactive,0
134317942,Inactive,0
134317945,Inactive,0
134317946,Inactive,0
134317950,Inactive,0
134317960,Inactive,0
134317961,Inactive,0
134317964,Inactive,0
134317971,Inactive,0
134317973,Inactive,0
134317974,Inactive,0
134317975,Inactive,0
134317979,Inactive,0
134317982,Inactive,0
134317986,Inactive,0
134317996,Inactive,0
134318000,Active,100
134318001,Inactive,0
134318002,Inactive,0
134318004,Inactive,0
134318006,Inactive,0
134318007,Inactive,0
134318008,Inactive,0
134318012,Inactive,0
134318013,Inactive,0
134318015,Inactive,0
134318017,Inactive,0
134318021,Inactive,0
134318023,Inactive,0
134318026,Inactive,0
134318027,Inactive,0
134318030,Inactive,0
134318031,Inactive,0
134318033,Inactive,0
134318037,Inactive,0
134318041,Inactive,0
134318052,Inactive,0
134318053,Inactive,0
134318056,Inactive,0
134318058,Active,100
134318060,Inactive,0
134318062,Inactive,0
134318065,Inactive,0
134318066,Inactive,0
134318070,Inactive,0
134318074,Inactive,0
134318077,Inactive,0
134318079,Inactive,0
134318081,Inactive,0
134318084,Inactive,0
134318091,Inactive,0
134318093,Inactive,0
134318095,Inactive,0
134318098,Inactive,0
134318099,Inactive,0
134318100,Inactive,0
134318101,Active,100
134318102,Active,100
134318108,Inactive,0
134318109,Inactive,0
134318115,Inactive,0
134318116,Inactive,0
134318117,Inactive,0
134318120,Inactive,0
134318121,Inactive,0
134318122,Inactive,0
134318123,Inactive,0
134318126,Inactive,0
134318127,Inactive,0
134318128,Inactive,0
134318129,Inactive,0
134318131,Inactive,0
134318132,Inactive,0
134318137,Active,100
134318138,Inactive,0
134318140,Inactive,0
134318141,Inactive,0
134318144,Inactive,0
134318146,Inactive,0
134318149,Inactive,0
134318151,Inactive,0
134318157,Inactive,0
134318163,Inactive,0
134318164,Inactive,0
134318166,Inactive,0
134318167,Inactive,0
134318169,Inactive,0
134318180,Inactive,0
134318186,Inactive,0
134318189,Inactive,0
134318190,Inactive,0
134318191,Inactive,0
134318192,Inactive,0
134318193,Inactive,0
134318194,Inactive,0
134318195,Inactive,0
134318197,Inactive,0
134318199,Inactive,0
134318200,Inactive,0
134318201,Inactive,0
134318204,Inactive,0
134318205,Active,100
134318211,Inactive,0
134318212,Inactive,0
134318213,Inactive,0
134318216,Inactive,0
134318219,Inactive,0
134318220,Inactive,0
134318225,Inactive,0
134318227,Inactive,0
134318229,Inactive,0
134318232,Inactive,0
134318234,Inactive,0
134318238,Inactive,0
134318239,Inactive,0
134318241,Inactive,0
134318242,Inactive,0
134318244,Inactive,0
134318246,Inactive,0
134318251,Inactive,0
134318252,Inactive,0
134318259,Inactive,0
134318262,Inactive,0
134318264,Inactive,0
134318265,Inactive,0
134318269,Inactive,0
134318272,Inactive,0
134318273,Inactive,0
134318275,Inactive,0
134318276,Inactive,0
134318278,Inactive,0
134318280,Inactive,0
134318290,Inactive,0
134318292,Inactive,0
134318302,Inactive,0
134318303,Inactive,0
134318305,Inactive,0
134318307,Inactive,0
134318309,Inactive,0
134318311,Inactive,0
134318312,Inactive,0
134318315,Inactive,0
134318317,Inactive,0
134318318,Inactive,0
134318319,Inactive,0
134318321,Inactive,0
134318324,Inactive,0
134318325,Inactive,0
134318326,Inactive,0
134318330,Inactive,0
134318331,Inactive,0
134318337,Inactive,0
134318340,Inactive,0
134318341,Inactive,0
134318342,Inactive,0
134318343,Inactive,0
134318345,Inactive,0
134318346,Inactive,0
134318348,Inactive,0
134318356,Inactive,0
134318364,Inactive,0
134318367,Inactive,0
134318372,Inactive,0
134318373,Inactive,0
134318379,Inactive,0
134318381,Inactive,0
134318382,Inactive,0
134318384,Inactive,0
134318387,Inactive,0
134318388,Inactive,0
134318390,Inactive,0
134318392,Inactive,0
134318394,Inactive,0
134318395,Inactive,0
134318396,Inactive,0
134318399,Inactive,0
134318403,Inactive,0
134318404,Inactive,0
134318406,Inactive,0
134318407,Inactive,0
134318408,Inactive,0
134318410,Inactive,0
134318411,Inactive,0
134318412,Inactive,0
134318417,Inactive,0
134318423,Inactive,0
134318425,Inactive,0
134318426,Inactive,0
134318427,Inactive,0
134318428,Inactive,0
134318430,Inactive,0
134318431,Inactive,0
134318433,Inactive,0
134318434,Inactive,0
134318436,Inactive,0
134318438,Inactive,0
134318440,Inactive,0
134318446,Inactive,0
134318449,Inactive,0
134318450,Active,100
134318451,Inactive,0
134318454,Inactive,0
134318455,Inactive,0
134318458,Inactive,0
134318461,Inactive,0
134318462,Inactive,0
134318463,Inactive,0
134318464,Inactive,0
134318465,Inactive,0
134318466,Inactive,0
134318467,Inactive,0
134318468,Inactive,0
134318469,Inactive,0
134318472,Inactive,0
134318474,Inactive,0
134318483,Inactive,0
134318490,Inactive,0
134318491,Inactive,0
134318492,Inactive,0
134318498,Inactive,0
134318499,Inactive,0
134318500,Inactive,0
134318509,Inactive,0
134318510,Inactive,0
134318514,Inactive,0
134318515,Inactive,0
134318516,Inactive,0
134318517,Inactive,0
134318521,Inactive,0
134318523,Inactive,0
134318526,Inactive,0
134318528,Inactive,0
134318531,Inactive,0
134318536,Inactive,0
134318537,Inactive,0
134318540,Inactive,0
134318541,Inactive,0
134318544,Inactive,0
134318549,Inactive,0
134318550,Inactive,0
134318554,Inactive,0
134318560,Active,100
134318562,Inactive,0
134318563,Active,100
134318565,Inactive,0
134318567,Inactive,0
134318569,Inactive,0
134318572,Inactive,0
134318573,Inactive,0
134318575,Inactive,0
134318580,Inactive,0
134318583,Inactive,0
134318584,Inactive,0
134318586,Inactive,0
134318589,Inactive,0
134318590,Inactive,0
134318591,Inactive,0
134318594,Inactive,0
134318596,Inactive,0
134318599,Inactive,0
134318602,Inactive,0
134318606,Inactive,0
134318607,Inactive,0
134318608,Inactive,0
134318609,Inactive,0
134318610,Inactive,0
134318613,Inactive,0
134318619,Inactive,0
134318621,Inactive,0
134318623,Inactive,0
134318630,Inactive,0
134318631,Inactive,0
134318633,Inactive,0
134318639,Inactive,0
134318640,Inactive,0
134318642,Inactive,0
134318644,Inactive,0
134318647,Inactive,0
134318648,Inactive,0
134318651,Inactive,0
134318655,Inactive,0
134318661,Inactive,0
134318667,Inactive,0
134318670,Inactive,0
134318672,Inactive,0
134318676,Inactive,0
134318684,Inactive,0
134318687,Inactive,0
134318688,Inactive,0
134318689,Inactive,0
134318691,Inactive,0
134318711,Inactive,0
134318715,Inactive,0
134318718,Inactive,0
134318719,Inactive,0
134318721,Inactive,0
134318724,Inactive,0
134318727,Inactive,0
134318728,Inactive,0
134318729,Inactive,0
134318732,Inactive,0
134318736,Inactive,0
134318740,Inactive,0
134318741,Inactive,0
134318745,Active,100
134318751,Inactive,0
134318755,Inactive,0
134318762,Inactive,0
134318763,Inactive,0
134318765,Inactive,0
134318766,Inactive,0
134318767,Inactive,0
134318768,Inactive,0
134318772,Inactive,0
134318773,Inactive,0
134318775,Inactive,0
134318777,Inactive,0
134318778,Inactive,0
134318782,Inactive,0
134318783,Inactive,0
134318792,Inactive,0
134318798,Inactive,0
134318799,Inactive,0
134318801,Inactive,0
134318802,Inactive,0
134318805,Inactive,0
134318808,Inactive,0
134318812,Inactive,0
134318820,Inactive,0
134318830,Inactive,0
134318832,Inactive,0
134318834,Inactive,0
134318836,Inactive,0
134318842,Inactive,0
134318846,Inactive,0
134318848,Inactive,0
134318850,Inactive,0
134318853,Inactive,0
134318855,Inactive,0
134318856,Inactive,0
134318861,Inactive,0
134318875,Inactive,0
134318880,Inactive,0
134318886,Inactive,0
134318887,Inactive,0
134318888,Inactive,0
134318890,Inactive,0
134318892,Inactive,0
134318895,Inactive,0
134318898,Inactive,0
134318900,Inactive,0
134318906,Inactive,0
134318909,Inactive,0
134318910,Inactive,0
134318913,Inactive,0
134318914,Inactive,0
134318915,Inactive,0
134318918,Inactive,0
134318920,Inactive,0
134318923,Inactive,0
134318928,Inactive,0
134318934,Inactive,0
134318937,Inactive,0
134318940,Inactive,0
134318942,Inactive,0
134318943,Inactive,0
134318945,Inactive,0
134318948,Inactive,0
134318951,Inactive,0
134318953,Inactive,0
134318954,Inactive,0
134318955,Inactive,0
134318957,Inactive,0
134318962,Inactive,0
134318964,Inactive,0
134318968,Inactive,0
134318975,Inactive,0
134318980,Inactive,0
134318984,Inactive,0
134318985,Inactive,0
134318987,Inactive,0
134318988,Inactive,0
134318989,Inactive,0
134318990,Inactive,0
134318991,Inactive,0
134318992,Inactive,0
134318993,Inactive,0
134318994,Inactive,0
134318996,Inactive,0
134318997,Inactive,0
134318998,Inactive,0
134318999,Inactive,0
134319000,Inactive,0
134319001,Inactive,0
134319002,Inactive,0
134319007,Inactive,0
134319013,Inactive,0
134319020,Inactive,0
134319021,Inactive,0
134319022,Inactive,0
134319023,Inactive,0
134319028,Inactive,0
134319035,Inactive,0
134319036,Inactive,0
134319038,Inactive,0
134319044,Inactive,0
134319046,Inactive,0
134319047,Inactive,0
134319053,Inactive,0
134319060,Inactive,0
134319062,Inactive,0
134319063,Inactive,0
134319066,Inactive,0
134319068,Inactive,0
134319069,Inactive,0
134319070,Inactive,0
134319074,Inactive,0
134319075,Inactive,0
134319076,Inactive,0
134319079,Inactive,0
134319083,Inactive,0
134319086,Inactive,0
134319089,Active,100
134319091,Inactive,0
134319092,Inactive,0
134319095,Active,100
134319099,Inactive,0
134319103,Inactive,0
134319104,Inactive,0
134319105,Inactive,0
134319107,Inactive,0
134319108,Inactive,0
134319109,Inactive,0
134319111,Inactive,0
134319113,Inactive,0
134319120,Inactive,0
134319130,Active,100
134319134,Inactive,0
134319136,Inactive,0
134319138,Inactive,0
134319140,Inactive,0
134319141,Inactive,0
134319142,Inactive,0
134319143,Inactive,0
134319144,Inactive,0
134319147,Inactive,0
134319148,Inactive,0
134319152,Inactive,0
134319159,Inactive,0
134319161,Inactive,0
134319164,Inactive,0
134319167,Inactive,0
134319168,Inactive,0
134319170,Active,100
134319172,Inactive,0
134319178,Active,100
134319179,Inactive,0
134319182,Inactive,0
134319183,Inactive,0
134319191,Inactive,0
134319192,Inactive,0
134319195,Inactive,0
134319198,Active,100
134319202,Inactive,0
134319204,Inactive,0
134319205,Inactive,0
134319208,Active,100
134319213,Inactive,0
134319219,Inactive,0
134319220,Inactive,0
134319221,Inactive,0
134319222,Inactive,0
134319223,Inactive,0
134319226,Inactive,0
134319227,Inactive,0
134319230,Inactive,0
134319232,Inactive,0
134319234,Inactive,0
134319235,Inactive,0
134319241,Inactive,0
134319242,Inactive,0
134319244,Inactive,0
134319245,Inactive,0
134319246,Inactive,0
134319247,Inactive,0
134319249,Inactive,0
134319250,Active,100
134319253,Inactive,0
134319259,Inactive,0
134319260,Inactive,0
134319265,Inactive,0
134319266,Inactive,0
134319272,Inactive,0
134319273,Inactive,0
134319275,Active,100
134319276,Inactive,0
134319278,Inactive,0
134319283,Inactive,0
134319284,Inactive,0
134319288,Inactive,0
134319291,Inactive,0
134319292,Inactive,0
134319293,Inactive,0
134319296,Inactive,0
134319298,Inactive,0
134319299,Inactive,0
134319300,Inactive,0
134319309,Inactive,0
134319311,Inactive,0
134319312,Inactive,0
134319313,Inactive,0
134319315,Inactive,0
134319317,Inactive,0
134319321,Inactive,0
134319324,Active,100
134319325,Inactive,0
134319326,Inactive,0
134319328,Inactive,0
134319329,Inactive,0
134319331,Inactive,0
134319332,Inactive,0
134319333,Inactive,0
134319335,Inactive,0
134319340,Inactive,0
134319341,Active,100
134319346,Inactive,0
134319348,Inactive,0
134319350,Inactive,0
134319351,Inactive,0
134319352,Inactive,0
134319357,Inactive,0
134319358,Inactive,0
134319359,Inactive,0
134319362,Inactive,0
134319363,Inactive,0
134319369,Inactive,0
134319375,Inactive,0
134319376,Inactive,0
134319377,Inactive,0
134319379,Inactive,0
134319380,Inactive,0
134319382,Inactive,0
134319385,Active,100
134319393,Inactive,0
134319400,Inactive,0
134319412,Inactive,0
134319414,Inactive,0
134319415,Inactive,0
134319416,Active,100
134319418,Inactive,0
134319422,Inactive,0
134319427,Active,100
134319429,Inactive,0
134319430,Inactive,0
134319433,Inactive,0
134319436,Inactive,0
134319440,Inactive,0
134319441,Inactive,0
134319442,Inactive,0
134319444,Inactive,0
134319446,Inactive,0
134319448,Inactive,0
134319450,Active,100
134319452,Inactive,0
134319454,Active,100
134319456,Inactive,0
134319461,Active,100
134319463,Inactive,0
134319465,Inactive,0
134319466,Inactive,0
134319469,Active,100
134319470,Inactive,0
134319472,Inactive,0
134319475,Inactive,0
134319478,Inactive,0
134319479,Inactive,0
134319480,Inactive,0
134319481,Inactive,0
134319483,Inactive,0
134319487,Inactive,0
134319493,Inactive,0
134319495,Inactive,0
134319497,Inactive,0
134319500,Inactive,0
134319501,Inactive,0
134319505,Inactive,0
134319507,Inactive,0
134319510,Inactive,0
134319511,Inactive,0
134319512,Inactive,0
134319514,Inactive,0
134319521,Inactive,0
134319523,Inactive,0
134319524,Inactive,0
134319526,Inactive,0
134319527,Inactive,0
134319529,Active,100
134319530,Inactive,0
134319531,Inactive,0
134319533,Inactive,0
134319535,Inactive,0
134319537,Inactive,0
134319540,Inactive,0
134319545,Inactive,0
134319547,Inactive,0
134319548,Inactive,0
134319549,Inactive,0
134319553,Inactive,0
134319555,Inactive,0
134319557,Inactive,0
134319558,Inactive,0
134319561,Inactive,0
134319564,Inactive,0
134319565,Inactive,0
134319567,Inactive,0
134319569,Inactive,0
134319573,Inactive,0
134319575,Inactive,0
134319578,Inactive,0
134319580,Inactive,0
134319582,Inactive,0
134319584,Inactive,0
134319585,Inactive,0
134319588,Inactive,0
134319591,Inactive,0
134319595,Inactive,0
134319598,Inactive,0
134319600,Inactive,0
134319603,Inactive,0
134319607,Inactive,0
134319610,Inactive,0
134319612,Inactive,0
134319619,Inactive,0
134319621,Inactive,0
134319622,Inactive,0
134319625,Inactive,0
134319628,Inactive,0
134319631,Inactive,0
134319634,Inactive,0
134319635,Inactive,0
134319641,Inactive,0
134319644,Inactive,0
134319645,Inactive,0
134319646,Inactive,0
134319647,Inactive,0
134319648,Inactive,0
134319649,Inactive,0
134319651,Inactive,0
134319652,Inactive,0
134319659,Inactive,0
134319665,Inactive,0
134319666,Inactive,0
134319667,Inactive,0
134319668,Inactive,0
134319672,Inactive,0
134319676,Inactive,0
134319678,Inactive,0
134319679,Inactive,0
134319680,Inactive,0
134319683,Inactive,0
134319687,Inactive,0
134319697,Inactive,0
134319698,Inactive,0
134319707,Inactive,0
134319708,Inactive,0
134319715,Inactive,0
134319717,Inactive,0
134319723,Inactive,0
134319724,Inactive,0
134319727,Inactive,0
134319733,Inactive,0
134319738,Inactive,0
134319743,Inactive,0
134319746,Active,100
134319751,Inactive,0
134319752,Inactive,0
134319755,Inactive,0
134319762,Inactive,0
134319763,Inactive,0
134319765,Inactive,0
134319767,Inactive,0
134319768,Inactive,0
134319772,Inactive,0
134319775,Inactive,0
134319777,Inactive,0
134319779,Inactive,0
134319781,Inactive,0
134319782,Inactive,0
134319784,Inactive,0
134319785,Inactive,0
134319786,Inactive,0
134319792,Inactive,0
134319793,Inactive,0
134319794,Inactive,0
134319796,Inactive,0
134319804,Inactive,0
134319805,Inactive,0
134319808,Inactive,0
134319811,Inactive,0
134319812,Inactive,0
134319813,Inactive,0
134319815,Inactive,0
134319816,Inactive,0
134319817,Inactive,0
134319818,Inactive,0
134319819,Inactive,0
134319822,Inactive,0
134319827,Inactive,0
134319829,Inactive,0
134319833,Inactive,0
134319834,Inactive,0
134319837,Inactive,0
134319839,Inactive,0
134319841,Inactive,0
134319842,Inactive,0
134319846,Inactive,0
134319853,Inactive,0
134319855,Inactive,0
134319861,Inactive,0
134319862,Inactive,0
134319863,Inactive,0
134319864,Inactive,0
134319865,Inactive,0
134319866,Inactive,0
134319868,Inactive,0
134319871,Inactive,0
134319875,Inactive,0
134319876,Inactive,0
134319879,Inactive,0
134319881,Inactive,0
134319883,Inactive,0
134319884,Inactive,0
134319886,Inactive,0
134319889,Inactive,0
134319891,Inactive,0
134319892,Inactive,0
134319893,Inactive,0
134319897,Inactive,0
134319900,Inactive,0
134319903,Inactive,0
134319904,Inactive,0
134319905,Inactive,0
134319906,Inactive,0
134319909,Inactive,0
134319911,Inactive,0
134319912,Inactive,0
134319913,Inactive,0
134319915,Inactive,0
134319917,Inactive,0
134319920,Inactive,0
134319921,Inactive,0
134319923,Inactive,0
134319924,Inactive,0
134319939,Inactive,0
134319941,Inactive,0
134319942,Inactive,0
134319944,Inactive,0
134319946,Inactive,0
134319949,Inactive,0
134319950,Inactive,0
134319952,Inactive,0
134319953,Inactive,0
134319956,Active,100
134319957,Inactive,0
134319959,Inactive,0
134319960,Inactive,0
134319969,Inactive,0
134319970,Inactive,0
134319972,Inactive,0
134319974,Inactive,0
134319978,Inactive,0
134319985,Inactive,0
134319998,Inactive,0
134319999,Inactive,0
134320002,Inactive,0
134320005,Inactive,0
134320006,Inactive,0
134320007,Inactive,0
134320008,Inactive,0
134320009,Inactive,0
134320010,Inactive,0
134320013,Inactive,0
134320017,Inactive,0
134320021,Inactive,0
134320032,Active,100
134320033,Inactive,0
134320034,Inactive,0
134320035,Inactive,0
134320036,Inactive,0
134320039,Inactive,0
134320040,Inactive,0
134320046,Inactive,0
134320053,Inactive,0
134320055,Inactive,0
134320057,Inactive,0
134320059,Inactive,0
134320061,Inactive,0
134320062,Inactive,0
134320066,Inactive,0
134320067,Inactive,0
134320072,Inactive,0
134320077,Inactive,0
134320082,Inactive,0
134320085,Inactive,0
134320090,Inactive,0
134320092,Inactive,0
134320094,Inactive,0
134320096,Inactive,0
134320098,Inactive,0
134320105,Inactive,0
134320107,Inactive,0
134320109,Inactive,0
134320110,Inactive,0
134320113,Inactive,0
134320114,Inactive,0
134320116,Inactive,0
134320117,Inactive,0
134320123,Inactive,0
134320125,Inactive,0
134320126,Inactive,0
134320131,Active,100
134320138,Inactive,0
134320140,Inactive,0
134320144,Inactive,0
134320151,Active,100
134320156,Inactive,0
134320158,Active,100
134320162,Inactive,0
134320163,Inactive,0
134320166,Inactive,0
134320170,Inactive,0
134320172,Inactive,0
134320174,Inactive,0
134320175,Inactive,0
134320176,Inactive,0
134320179,Inactive,0
134320180,Inactive,0
134320184,Inactive,0
134320186,Inactive,0
134320187,Inactive,0
134320189,Inactive,0
134320191,Inactive,0
134320195,Inactive,0
134320198,Inactive,0
134320200,Inactive,0
134320205,Inactive,0
134320207,Inactive,0
134320209,Inactive,0
134320210,Inactive,0
134320213,Active,100
134320214,Inactive,0
134320218,Inactive,0
134320219,Inactive,0
134320229,Inactive,0
134320230,Inactive,0
134320232,Inactive,0
134320233,Inactive,0
134320235,Inactive,0
134320236,Inactive,0
134320237,Inactive,0
134320239,Inactive,0
134320240,Inactive,0
134320242,Inactive,0
134320244,Inactive,0
134320247,Inactive,0
134320250,Inactive,0
134320251,Inactive,0
134320253,Inactive,0
134320256,Inactive,0
134320257,Inactive,0
134320260,Inactive,0
134320266,Inactive,0
134320270,Inactive,0
134320273,Inactive,0
134320274,Active,100
134320276,Inactive,0
134320279,Inactive,0
134320287,Inactive,0
134320290,Inactive,0
134320294,Inactive,0
134320295,Inactive,0
134320296,Inactive,0
134320297,Inactive,0
134320298,Inactive,0
134320305,Inactive,0
134320309,Inactive,0
134320310,Inactive,0
134320311,Inactive,0
134320314,Inactive,0
134320317,Inactive,0
134320321,Inactive,0
134320323,Inactive,0
134320325,Inactive,0
134320330,Inactive,0
134320331,Inactive,0
134320332,Inactive,0
134320333,Inactive,0
134320340,Inactive,0
134320342,Inactive,0
134320344,Inactive,0
134320345,Inactive,0
134320348,Inactive,0
134320350,Inactive,0
134320352,Inactive,0
134320360,Inactive,0
134320361,Inactive,0
134320366,Inactive,0
134320368,Inactive,0
134320374,Inactive,0
134320375,Inactive,0
134320380,Inactive,0
134320381,Inactive,0
134320386,Inactive,0
134320392,Inactive,0
134320394,Inactive,0
134320395,Inactive,0
134320396,Inactive,0
134320397,Inactive,0
134320405,Inactive,0
134320408,Inactive,0
134320410,Inactive,0
134320411,Inactive,0
134320412,Inactive,0
134320413,Inactive,0
134320418,Inactive,0
134320422,Inactive,0
134320423,Inactive,0
134320424,Inactive,0
134320425,Inactive,0
134320429,Inactive,0
134320432,Inactive,0
