PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
10474335,Active,,COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1,1063106,False,c1ccc2c(c1)CCCC2CCCN1CCN(C2CCCCC2)CC1,C1CCC(C2CCC(CCCC3CCCC4CCCCC43)CC2)CC1
762919,Inconclusive,,COc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1,1063106,False,c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1,C1CCC(CC2CCC(CC3CCCCC3)CC2)CC1
10087782,Inconclusive,,COc1ccc(CN2CCN(Cc3ccccc3)[C@@H](CO)C2)cc1,1063106,False,c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1,C1CCC(CC2CCC(CC3CCCCC3)CC2)CC1
73056753,Active,,OCC[C@@H]1CN(CC2CCCCC2)CCN1Cc1ccc(-c2ccccc2)cc1,1063106,False,c1ccc(-c2ccc(CN3CCN(CC4CCCCC4)CC3)cc2)cc1,C1CCC(CC2CCC(CC3CCC(C4CCCCC4)CC3)CC2)CC1
