PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
4122,Active,,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,1244542,False,O=C(c1ccc2nc[nH]c2c1)c1cccs1,CC(C1CCCC1)C1CCC2CCCC2C1
3385,Active,,O=c1[nH]cc(F)c(=O)[nH]1,1244542,False,O=c1cc[nH]c(=O)[nH]1,CC1CCCC(C)C1
703492,Active,,O=Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,1244542,False,c1ccc(-c2ccn(-c3ccccc3)n2)cc1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
555820,Active,,O=Cc1cn(-c2ccccc2)nc1-c1ccccc1,1244542,False,c1ccc(-c2ccn(-c3ccccc3)n2)cc1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
700989,Active,,O=Cc1cn(-c2ccccc2)nc1-c1ccc(F)cc1,1244542,False,c1ccc(-c2ccn(-c3ccccc3)n2)cc1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
792340,Active,,COc1ccc(-c2nn(-c3ccccc3)cc2C=O)cc1,1244542,False,c1ccc(-c2ccn(-c3ccccc3)n2)cc1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
7996519,Active,,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
122189069,Active,,Fc1ccc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2c1,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
122189070,Active,,Clc1ccc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2c1,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
122189071,Active,,Brc1ccc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2c1,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
122189072,Active,,Cc1ccc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2c1,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
122189073,Active,,COc1ccc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2c1,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
122189074,Active,,FC(F)(F)c1ccc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2c1,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
122189075,Active,,Cc1cc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2cc1C,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
122189076,Active,,Clc1cc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2cc1Cl,1244542,False,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,C1CCC(C2CC(C3CCCCC3)C(C3CC4CCCCC4C3)C2)CC1
