PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
64945,Unspecified,,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,1202126,False,C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1,C1CCC2C(C1)CCC1C2CCC2C3CCCCC3CCC21
3385,Unspecified,,O=c1[nH]cc(F)c(=O)[nH]1,1202126,False,O=c1cc[nH]c(=O)[nH]1,CC1CCCC(C)C1
118735009,Unspecified,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)N4CCN(C(=S)Nc5cccc(Cl)c5)CC4)CC[C@]23C)C1(C)C,1202126,False,O=C(N1CCN(C(=S)Nc2ccccc2)CC1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,CC(CC1CCCCC1)C1CCC(C(C)C23CCCCC2C2CCC4C5CCCCC5CCC4C2CC3)CC1
118735010,Unspecified,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)N4CCN(C(=S)Nc5ccc(Cl)cc5)CC4)CC[C@]23C)C1(C)C,1202126,False,O=C(N1CCN(C(=S)Nc2ccccc2)CC1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,CC(CC1CCCCC1)C1CCC(C(C)C23CCCCC2C2CCC4C5CCCCC5CCC4C2CC3)CC1
118735011,Unspecified,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)N4CCN(C(=S)Nc5ccc(Cl)c(Cl)c5)CC4)CC[C@]23C)C1(C)C,1202126,False,O=C(N1CCN(C(=S)Nc2ccccc2)CC1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,CC(CC1CCCCC1)C1CCC(C(C)C23CCCCC2C2CCC4C5CCCCC5CCC4C2CC3)CC1
118735012,Unspecified,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)N4CCN(C(=S)Nc5cccc(C(F)(F)F)c5)CC4)CC[C@]23C)C1(C)C,1202126,False,O=C(N1CCN(C(=S)Nc2ccccc2)CC1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,CC(CC1CCCCC1)C1CCC(C(C)C23CCCCC2C2CCC4C5CCCCC5CCC4C2CC3)CC1
118735013,Unspecified,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)N4CCN(C(=S)Nc5ccc(C(F)(F)F)cc5)CC4)CC[C@]23C)C1(C)C,1202126,False,O=C(N1CCN(C(=S)Nc2ccccc2)CC1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,CC(CC1CCCCC1)C1CCC(C(C)C23CCCCC2C2CCC4C5CCCCC5CCC4C2CC3)CC1
118735014,Unspecified,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)N4CCN(C(=S)Nc5cccc(C)c5)CC4)CC[C@]23C)C1(C)C,1202126,False,O=C(N1CCN(C(=S)Nc2ccccc2)CC1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,CC(CC1CCCCC1)C1CCC(C(C)C23CCCCC2C2CCC4C5CCCCC5CCC4C2CC3)CC1
118735015,Unspecified,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)N4CCN(C(=S)Nc5ccc(C)cc5)CC4)CC[C@]23C)C1(C)C,1202126,False,O=C(N1CCN(C(=S)Nc2ccccc2)CC1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,CC(CC1CCCCC1)C1CCC(C(C)C23CCCCC2C2CCC4C5CCCCC5CCC4C2CC3)CC1
118735016,Unspecified,,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)N4CCN(C(=S)Nc5ccc(C)c(C)c5)CC4)CC[C@]23C)C1(C)C,1202126,False,O=C(N1CCN(C(=S)Nc2ccccc2)CC1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,CC(CC1CCCCC1)C1CCC(C(C)C23CCCCC2C2CCC4C5CCCCC5CCC4C2CC3)CC1
