PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
118716551,Unspecified,,CC1(C)CCC[C@]2(C)O[C@]3(/C=C/c4ccccc4Cl)C=CC12OO3,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
118716602,Unspecified,,CC1(C)CCC[C@]2(C)O[C@]3(/C=C/c4ccc(Cl)c(Cl)c4)C=CC12OO3,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
118716603,Unspecified,,COc1ccccc1/C=C/[C@@]12C=CC3(OO1)C(C)(C)CCC[C@]3(C)O2,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
118716604,Unspecified,,CC1(C)CCC[C@]2(C)O[C@]3(/C=C/c4ccccc4Br)C=CC12OO3,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
118716605,Unspecified,,Cc1ccccc1/C=C/[C@@]12C=CC3(OO1)C(C)(C)CCC[C@]3(C)O2,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
118716606,Unspecified,,COc1ccc(/C=C/[C@@]23C=CC4(OO2)C(C)(C)CCC[C@]4(C)O3)c(OC)c1OC,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
118716607,Unspecified,,COc1ccc(/C=C/[C@@]23C=CC4(OO2)C(C)(C)CCC[C@]4(C)O3)cc1OC,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
118716608,Unspecified,,CC1(C)CCC[C@]2(C)O[C@]3(/C=C/c4cccc5ccccc45)C=CC12OO3,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1cccc2ccccc12,C1CCC2C(C1)CCCC2CCC12CCC3(CCCCC3C1)CC2
118716609,Unspecified,,CC1(C)CCC[C@]2(C)O[C@]3(/C=C/c4ccccc4F)C=CC12OO3,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
118716610,Unspecified,,CC1(C)CCC[C@]2(C)O[C@]3(/C=C/c4ccccc4[N+](=O)[O-])C=CC12OO3,1166329,False,C(=CC12C=CC3(CCCCC3O1)OO2)c1ccccc1,C1CCC(CCC23CCC4(CCCCC4C2)CC3)CC1
