PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
44316390,Active,,CCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413222,Active,,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413223,Active,,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413242,Active,,CCCCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413243,Active,,CCCCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@@H](C)O)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413253,Active,,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCC(CCC)CCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413254,Active,,CCCC(CCC)CCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCC(CCC)CCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413340,Active,,CCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
10457969,Active,,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413352,Active,,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCCCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413353,Active,,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@@H](C)O)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413378,Active,,CCCCC(CC)CCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCC(CC)CCCC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
44413489,Active,,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CC)O2)O1,267889,False,C1COC(C2CCCO2)C1,C1CCC(C2CCCC2)C1
