PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
74989,Active,,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,663108,True,O=C1C(=O)c2ccccc2C=C1C1CCC(c2ccccc2)CC1,CC1C(C)C(C2CCC(C3CCCCC3)CC2)CC2CCCCC21
67616580,Active,,COc1ccc(Cc2ccc(-c3[nH]c4ccccc4c(=O)c3C)cc2)cc1,663108,False,O=c1cc(-c2ccc(Cc3ccccc3)cc2)[nH]c2ccccc12,CC1CC(C2CCC(CC3CCCCC3)CC2)CC2CCCCC12
67889904,Active,,Cc1c(-c2cccc(Cc3ccc(OC(F)(F)F)cc3)c2)[nH]c2ccc(Cl)cc2c1=O,663108,False,O=c1cc(-c2cccc(Cc3ccccc3)c2)[nH]c2ccccc12,CC1CC(C2CCCC(CC3CCCCC3)C2)CC2CCCCC12
67617276,Active,,Cc1c(-c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2)[nH]c2ncccc2c1=O,663108,False,O=c1cc(-c2ccc(Cc3ccccc3)cc2)[nH]c2ncccc12,CC1CC(C2CCC(CC3CCCCC3)CC2)CC2CCCCC12
67617590,Active,,Cc1c(-c2cccc(Cc3ccc(OC(F)(F)F)cc3)c2)[nH]c2ccccc2c1=O,663108,False,O=c1cc(-c2cccc(Cc3ccccc3)c2)[nH]c2ccccc12,CC1CC(C2CCCC(CC3CCCCC3)C2)CC2CCCCC12
67617805,Active,,Cc1c(-c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2)[nH]c2cc(F)c(F)cc2c1=O,663108,False,O=c1cc(-c2ccc(Cc3ccccc3)cc2)[nH]c2ccccc12,CC1CC(C2CCC(CC3CCCCC3)CC2)CC2CCCCC12
67617657,Active,,O=c1cc(-c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2)[nH]c2ccccc12,663108,False,O=c1cc(-c2ccc(Cc3ccccc3)cc2)[nH]c2ccccc12,CC1CC(C2CCC(CC3CCCCC3)CC2)CC2CCCCC12
67607402,Active,,CCOC(=O)Oc1c(C)c(-c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2)nc2ccccc12,663108,False,c1ccc(Cc2ccc(-c3ccc4ccccc4n3)cc2)cc1,C1CCC(CC2CCC(C3CCC4CCCCC4C3)CC2)CC1
56965335,Active,,Cc1c(-c2ccc(Cc3ccc(F)cc3)cc2)[nH]c2ccccc2c1=O,663108,False,O=c1cc(-c2ccc(Cc3ccccc3)cc2)[nH]c2ccccc12,CC1CC(C2CCC(CC3CCCCC3)CC2)CC2CCCCC12
56965336,Active,,Cc1c(-c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2)[nH]c2cc(Cl)ccc2c1=O,663108,False,O=c1cc(-c2ccc(Cc3ccccc3)cc2)[nH]c2ccccc12,CC1CC(C2CCC(CC3CCCCC3)CC2)CC2CCCCC12
67616088,Active,,Cc1c(-c2cccc(Cc3ccc(OC(F)(F)F)cc3)c2)[nH]c2cc(Cl)ccc2c1=O,663108,False,O=c1cc(-c2cccc(Cc3ccccc3)c2)[nH]c2ccccc12,CC1CC(C2CCCC(CC3CCCCC3)C2)CC2CCCCC12
70685787,Active,,Cc1c(-c2cccc(Cc3ccc(F)cc3)c2)[nH]c2cc(Cl)ccc2c1=O,663108,False,O=c1cc(-c2cccc(Cc3ccccc3)c2)[nH]c2ccccc12,CC1CC(C2CCCC(CC3CCCCC3)C2)CC2CCCCC12
67617339,Active,,Cc1c(-c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)[nH]c2cc(Cl)ccc2c1=O,663108,False,O=c1cc(-c2ccc(Oc3ccccc3)cc2)[nH]c2ccccc12,CC1CC(C2CCC(CC3CCCCC3)CC2)CC2CCCCC12
67616256,Active,,Cc1c(-c2ccc(Cc3ccc(OC(F)(F)F)cc3)cc2)[nH]c2cc(F)ccc2c1=O,663108,False,O=c1cc(-c2ccc(Cc3ccccc3)cc2)[nH]c2ccccc12,CC1CC(C2CCC(CC3CCCCC3)CC2)CC2CCCCC12
