PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
31703,Active,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1292139,False,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,CC1C2CCCCC2C(C)C2CC3C(CC4CCCCC4)CCCC3CC12
127033135,Unspecified,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5ccccc5C#N)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127033136,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5cccc([N+](=O)[O-])c5)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127033142,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4ccc(F)cc4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127033411,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5cccc(C(F)(F)F)c5)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127033412,Unspecified,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5cccc(O)c5)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127033413,Active,,COc1cc(OC)c(-n2cc(COc3ccc(/C=C4\C[C@@]5(C)[C@@H](CC[C@@](C)(O)[C@@H]5CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(C)(C)C4=O)cc3)nn2)c(OC)c1,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127033414,Unspecified,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5ccncc5)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccncc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127033415,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4ccc(Cl)cc4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127033416,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4cccc(Br)c4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127033417,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4ccccc4C#N)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127033418,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4cccc([N+](=O)[O-])c4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127033711,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5ccc(F)c(Cl)c5)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127033712,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5c(Cl)cc([N+](=O)[O-])cc5Cl)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
15127781,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CCC(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,O=C1CCC2CCCCC2C1,CC1CCC2CCCCC2C1
127033713,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4ccccc4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127033988,Active,,COc1cccc(-n2cc(CO/N=C3\CC[C@@]4(C)[C@@H](CC[C@@](C)(O)[C@@H]4CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C3(C)C)nn2)c1,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127034007,Active,,COc1cc(OC)c(-n2cc(CO/N=C3\CC[C@@]4(C)[C@@H](CC[C@@](C)(O)[C@@H]4CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C3(C)C)nn2)c(OC)c1,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127034008,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4ccncc4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1cc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)ccn1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127034015,Active,,COc1cccc(-n2cc(COc3ccc(/C=C4\C[C@@]5(C)[C@@H](CC[C@@](C)(O)[C@@H]5CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(C)(C)C4=O)cc3)nn2)c1,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127034016,Unspecified,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5ccc(F)cc5)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127034017,Unspecified,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)C/C(=C\c3ccc(OCc4cn(-c5ccc(Cl)cc5)nn4)cc3)C(=O)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,True,O=C1CC2CCCCC2CC1=Cc1ccc(OCc2cn(-c3ccccc3)nn2)cc1,CC1CC2CCCCC2CC1CC1CCC(CCC2CCC(C3CCCCC3)C2)CC1
127034252,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4cccc(C(F)(F)F)c4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127034253,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4cccc(O)c4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
127034254,Active,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC/C(=N\OCc3cn(-c4ccc(F)c(Cl)c4)nn3)C(C)(C)[C@@H]2CC[C@@]1(C)O,1292139,False,c1ccc(-n2cc(CON=C3CCC4CCCCC4C3)nn2)cc1,C1CCC(C2CCC(CCCC3CCC4CCCCC4C3)C2)CC1
