PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
4843,Unspecified,,NC(=O)CN1CCCC1=O,734049,False,O=C1CCCN1,CC1CCCC1
5284373,Unspecified,,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,734049,False,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,CC1CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CCC(C)CC1
71652665,Unspecified,,C(=N/OC1CN2CCC1CC2)\c1cccc(Oc2ccccc2)c1,734049,False,C(=NOC1CN2CCC1CC2)c1cccc(Oc2ccccc2)c1,C1CCC(CC2CCCC(CCCC3CC4CCC3CC4)C2)CC1
71652669,Unspecified,,C(=N/OC1CN2CCC1CC2)\c1cccc(OCc2ccccc2)c1,734049,False,C(=NOC1CN2CCC1CC2)c1cccc(OCc2ccccc2)c1,C1CCC(CCC2CCCC(CCCC3CC4CCC3CC4)C2)CC1
71652984,Unspecified,,Fc1ccccc1COc1ccccc1/C=N/OC1CN2CCC1CC2,734049,False,C(=NOC1CN2CCC1CC2)c1ccccc1OCc1ccccc1,C1CCC(CCC2CCCCC2CCCC2CC3CCC2CC3)CC1
71653127,Unspecified,,Clc1ccc(COc2ccccc2/C=N/OC2CN3CCC2CC3)c(Cl)c1,734049,False,C(=NOC1CN2CCC1CC2)c1ccccc1OCc1ccccc1,C1CCC(CCC2CCCCC2CCCC2CC3CCC2CC3)CC1
71653128,Unspecified,,FC(F)(F)c1ccccc1COc1ccccc1/C=N/OC1CN2CCC1CC2,734049,False,C(=NOC1CN2CCC1CC2)c1ccccc1OCc1ccccc1,C1CCC(CCC2CCCCC2CCCC2CC3CCC2CC3)CC1
71653279,Unspecified,,CN1CCC(O/N=C/c2cccc(C(F)(F)F)c2)C1,734049,False,C(=NOC1CCNC1)c1ccccc1,C1CCC(CCCC2CCCC2)CC1
71653431,Unspecified,,CN1CCC(O/N=C/c2ccccc2OCc2cccc(F)c2)C1,734049,False,C(=NOC1CCNC1)c1ccccc1OCc1ccccc1,C1CCC(CCC2CCCCC2CCCC2CCCC2)CC1
71653715,Unspecified,,CN1CCCC(O/N=C/c2ccccc2OCc2ccc(Cl)cc2Cl)C1,734049,False,C(=NOC1CCCNC1)c1ccccc1OCc1ccccc1,C1CCC(CCCC2CCCCC2CCC2CCCCC2)CC1
