PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,374280260,134135316,Unspecified,,,Potential missing data,Activity,Tde
2,374285653,134136796,Unspecified,,,Potential missing data,Activity,Tde
3,374296464,134139710,Unspecified,,,Potential missing data,Activity,Tde
4,374319018,134145986,Unspecified,,,Potential missing data,Activity,Tde
