PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,312368878,118720653,Inactive,,,Potential missing data,Inhibition,Not Active
2,312368886,118146729,Inactive,,,Potential missing data,Inhibition,Not Active
3,312368888,118146730,Inactive,,,Potential missing data,Inhibition,Not Active
4,312368889,118144225,Inactive,,,Potential missing data,Inhibition,Not Active
5,312368897,118146854,Inactive,,,Potential missing data,Inhibition,Not Active
