PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,103166445,3463,Active,,,Potential missing data,Activity,Active
2,103178942,2796,Active,,,Potential missing data,Activity,Active
3,103189939,3339,Active,,,Potential missing data,Activity,Active
4,103689672,2763,Active,,,Potential missing data,Activity,Active
