PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,123083885,136032539,Inactive,,,Potential missing data,Inhibition,Not Active
2,123086156,136032571,Inactive,,,Potential missing data,Inhibition,Not Active
3,123086157,136032572,Inactive,,,Potential missing data,Inhibition,Not Active
4,123092348,136203730,Inactive,,,Potential missing data,Inhibition,Not Active
5,123095387,136203759,Inactive,,,Potential missing data,Inhibition,Not Active
6,123099836,136203814,Inactive,,,Potential missing data,Inhibition,Not Active
7,123101449,136002539,Inactive,,,Potential missing data,Inhibition,Not Active
