PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,163314223,71449904,Active,,,Potential missing data,Activity,Active
2,163317662,71451714,Active,,,Potential missing data,Activity,Active
3,163317663,71451715,Active,,,Potential missing data,Activity,Active
4,163321128,71453545,Active,,,Potential missing data,Activity,Active
5,163324497,71455260,Active,,,Potential missing data,Activity,Active
