PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,174494763,399624,Active,,,Potential missing data,Activity,Active
2,174500924,46193656,Active,,,Potential missing data,Activity,Active
3,174506126,72197300,Active,,,Potential missing data,Activity,Active
4,174511267,72197299,Active,,,Potential missing data,Activity,Active
5,174520557,399018,Active,,,Potential missing data,Activity,Active
