PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,194138062,76309819,Active,,,Potential missing data,Activity,Active
2,194138064,76309821,Active,,,Potential missing data,Activity,Active
3,194172595,76327976,Active,,,Potential missing data,Activity,Active
4,194172596,76327977,Active,,,Potential missing data,Activity,Active
5,194179421,76331629,Active,,,Potential missing data,Activity,Active
6,194179422,76331630,Inactive,,,Potential missing data,Activity,Not Active
