PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,103654597,44592813,Inactive,,,Potential missing data,Activity,Not Active
2,163325424,46830377,Inactive,,,Potential missing data,Activity,Not Active
3,163335819,25211156,Inactive,,,Potential missing data,Activity,Not Active
4,174513992,49777789,Inactive,,,Potential missing data,Activity,Not Active
